Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
Grupo de Pesquisa em Comunicações e Processamento de Sinais (GCOMPS);Certificado - Não-atualizado há mais de 12 meses;2020;Fabrício Braga Soares de Carvalho ;Universidade Federal da Paraíba - UFPB;;Engenharias, Engenharia Elétrica;PB;Fomentar e divulgar a pesquisa nas áreas correlatas às comunicações e ao processamento de sinais na UFPB e nas suas parceiras nacionais e internacionais.;{"Nome":Processamento de Sinais,"Q_Estudantes":6,"Q_Pesquisadores":4}|{"Nome":Comunicações Sem Fio,"Q_Estudantes":6,"Q_Pesquisadores":4};{"Nome":Instituto de Estudos Avançados em Comunicações,"Sigla":IECOM,"UF":PB};{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/456768
Grupo de pesquisa em Internet das Coisas;Certificado;2014;Tiago Guedes Ferreira Barros;Centro de Estudos e Sistemas Avançados do Recife - CESAR;;Ciências Exatas e da Terra, Ciência da Computação;PE;O grupo de pesquisa em Internet das Coisas do CESAR tem por objetivo desenvolver competências em IoT ao mobilizar a comunidade de pesquisa no Brasil e no exterior em torno do tema, com o objetivo de preparar o Brasil para esta próxima revolução da internet que está acontecendo. Suas principais ações envolvem: (1) Desenvolver uma meta-plataforma open source de IoT com foco em interoperabilidade, para que tenhamos o real valor da IoT ao conectar e integrar as diversas plataformas já existentes (sistema de sistemas), (2) Mobilizar a comunidade de pesquisa no Brasil e no exterior, estabelecendo parcerias que contribuam para essa ação de integração das diversas plataformas de IoT, realizando pesquisa e desenvolvimento em conjunto e promovendo o intercâmbio de estudantes e pesquisadores, (3) Publicar artigos científicos sobre as pesquisas realizadas, (4) Organizar eventos sobre o tema.;{"Nome":Fog/Edge Computing,"Q_Estudantes":2,"Q_Pesquisadores":6}|{"Nome":Indústria 4.0,"Q_Estudantes":2,"Q_Pesquisadores":6}|{"Nome":Infraestrutura e Interoperabilidade para Internet das Coisas,"Q_Estudantes":4,"Q_Pesquisadores":12}|{"Nome":Segurança para Internet das Coisas,"Q_Estudantes":1,"Q_Pesquisadores":2};{"Nome":Centro de Informática,"Sigla":CIN,"UF":PE}|{"Nome":Departamento de Estatística e Informática,"Sigla":UFPB,"UF":PB}|{"Nome":Instituto Nacional de Telecomunicações,"Sigla":INATEL,"UF":MG}|{"Nome":Sociedade Brasileira de Computação - Porto Alegre,"Sigla":SBC,"UF":RS}|{"Nome":Universidade de Pernambuco,"Sigla":UPE,"UF":PE}|{"Nome":Departamento de Informática e Matemática Aplicada,"Sigla":UFRN,"UF":RN}|{"Nome":Universidad Tecnologica Nacional,"Sigla":UTN,"UF":}|{"Nome":Agência Nacional de Telecomunicações,"Sigla":ANATEL,"UF":DF}|{"Nome":Instituto Federal de Pernambuco,"Sigla":IFPE,"UF":PE}|{"Nome":Associação Caruaruense de Ensino Superior,"Sigla":ASCES,"UF":PE}|{"Nome":Instituto de Pesquisas Eldorado - Campinas,"Sigla":ELDORADO,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":6,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Mestrado,"Pesquisadores":6,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":1,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/386278
Grupo de pesquisa em Internet das Coisas;Certificado;2014;Tiago Guedes Ferreira Barros;Centro de Estudos e Sistemas Avançados do Recife - CESAR;;Ciências Exatas e da Terra, Ciência da Computação;PE;O grupo de pesquisa em Internet das Coisas do CESAR tem por objetivo desenvolver competências em IoT ao mobilizar a comunidade de pesquisa no Brasil e no exterior em torno do tema, com o objetivo de preparar o Brasil para esta próxima revolução da internet que está acontecendo. Suas principais ações envolvem: (1) Desenvolver uma meta-plataforma open source de IoT com foco em interoperabilidade, para que tenhamos o real valor da IoT ao conectar e integrar as diversas plataformas já existentes (sistema de sistemas), (2) Mobilizar a comunidade de pesquisa no Brasil e no exterior, estabelecendo parcerias que contribuam para essa ação de integração das diversas plataformas de IoT, realizando pesquisa e desenvolvimento em conjunto e promovendo o intercâmbio de estudantes e pesquisadores, (3) Publicar artigos científicos sobre as pesquisas realizadas, (4) Organizar eventos sobre o tema.;{"Nome":Fog/Edge Computing,"Q_Estudantes":2,"Q_Pesquisadores":6}|{"Nome":Indústria 4.0,"Q_Estudantes":2,"Q_Pesquisadores":6}|{"Nome":Infraestrutura e Interoperabilidade para Internet das Coisas,"Q_Estudantes":4,"Q_Pesquisadores":12}|{"Nome":Segurança para Internet das Coisas,"Q_Estudantes":1,"Q_Pesquisadores":2};{"Nome":Centro de Informática,"Sigla":CIN,"UF":PE}|{"Nome":Departamento de Estatística e Informática,"Sigla":UFPB,"UF":PB}|{"Nome":Instituto Nacional de Telecomunicações,"Sigla":INATEL,"UF":MG}|{"Nome":Sociedade Brasileira de Computação - Porto Alegre,"Sigla":SBC,"UF":RS}|{"Nome":Universidade de Pernambuco,"Sigla":UPE,"UF":PE}|{"Nome":Departamento de Informática e Matemática Aplicada,"Sigla":UFRN,"UF":RN}|{"Nome":Universidad Tecnologica Nacional,"Sigla":UTN,"UF":}|{"Nome":Agência Nacional de Telecomunicações,"Sigla":ANATEL,"UF":DF}|{"Nome":Instituto Federal de Pernambuco,"Sigla":IFPE,"UF":PE}|{"Nome":Associação Caruaruense de Ensino Superior,"Sigla":ASCES,"UF":PE}|{"Nome":Instituto de Pesquisas Eldorado - Campinas,"Sigla":ELDORADO,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":6,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Mestrado,"Pesquisadores":6,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":1,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/0701149751468331
Grupo de Pesquisa em Redes Avançadas Sem Fio (GRAFo);Certificado;2009;Paulo Roberto de Lira Gondim;Universidade de Brasília - UnB;Faculdade de Tecnologia;Engenharias, Engenharia Elétrica;DF;Este grupo de pesquisa foi criado por professores da Universidade de Brasília e investiga a área de redes sem fio, suas tecnologias e aplicações. Compreende os tópicos redes ad hoc e de sensores, redes de comunicação móvel celular e Internet das Coisas (IoT), bem como comunicações multimídia, segurança e programabilidade de redes, em um cenário de progressiva integração e convergência de redes. Entre as redes e tecnologias tratadas, incluem-se p.ex. WLAN, ZigBee, UMTS, IMS, LTE, 5G e 6G. Objetiva-se a melhoria de desempenho das redes sem fio em geral, envolvendo, por exemplo, capacidade, protocolos de roteamento, segurança da informação, arquiteturas e protocolos para transmissão multimídia. Estudam-se também novos modelos de mobilidade, protocolos de controle de acesso ao meio, convergência de diferentes tecnologias de acesso sem fio e continuidade de serviços, bem como modelagem analítica e simulação, como técnicas de avaliação de desempenho.;{"Nome":Convergência de Redes de Comunicação,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Internet das Coisas,"Q_Estudantes":2,"Q_Pesquisadores":5}|{"Nome":Redes Programáveis e Virtualização de Redes,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Segurança da Informação,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Transmissão Multimídia,"Q_Estudantes":2,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":3,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/770003
GRUPO DE PESQUISA EM REDES E TELECOMUNICAÇÕES - GPRT;Excluído;2002;Djamel Fawzi Hadj Sadok ;Universidade Federal de Pernambuco - UFPE;Centro de Informática;Ciências Exatas e da Terra, Ciência da Computação;PE;O Grupo de Pesquisa em Redes e Telecomunicações busca através da investigação solução para problemas, propondo o desenvolvimento e/ou avaliação de novas soluções na área de comunicação. Liderado pelo Prof. Djamel Sadok, este grupo interage tanto com agências governamentais financiadoras de pesquisa, como com empresas e indústrias. As parcerias de P&D já renderam contribuições em diversos temas, tais como: Gerenciamento de redes baseado em políticas e papeis, Otimização da operação de Redes de Acesso Banda Larga (xDSL), Medição e caracterização de tráfego, Alocação de Recursos em Sistemas Cloud, Análise de Distribuição de Conteúdo em Redes CDN e P2P, Redes de Emergência e Ad hoc, Computação em Nuvens, Redes de Conteúdo (CDN) e IPTV, Segurança em Nuvens e na Internet das Coisas (IoT), Novas tecnologias de transporte multimídia para a Internet (WebRTC), Desenvolvimento de um middleware e Prototipação de dispositivos para gerenciamento e otimização de consumo de energia.;{"Nome":Computação em Nuvem e Virtualização de Sistemas,"Q_Estudantes":3,"Q_Pesquisadores":6}|{"Nome":Internet das Coisas,"Q_Estudantes":1,"Q_Pesquisadores":3}|{"Nome":Redes 5G,"Q_Estudantes":2,"Q_Pesquisadores":5}|{"Nome":Redes sem Fio,"Q_Estudantes":1,"Q_Pesquisadores":3}|{"Nome":Robotica e Industry 4.0,"Q_Estudantes":4,"Q_Pesquisadores":4}|{"Nome":Segurança para IoT,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":Sistemas Embarcados para Energia, Comunicação e Segurança,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Transporte multimídia, WebRTC na internet e Redes de Conteúdo (CDNs),"Q_Estudantes":1,"Q_Pesquisadores":4};{"Nome":Universidade Federal do Amazonas,"Sigla":UFAM,"UF":AM}|{"Nome":Engetron Engenharia Eletronica Ind e Com,"Sigla":ENGETRON,"UF":MG};{"Formação acadêmica":Doutorado,"Pesquisadores":6,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":10}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Graduação,"Pesquisadores":1,"Estudantes":0,"Técnicos":2,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/490417
Grupo de Pesquisa em Serviços e Aplicações para Internet do Futuro (REGINA);Em preenchimento;2016;Augusto José Venâncio Neto ;Universidade Federal do Rio Grande do Norte - UFRN;Departamento de Informática e Matemática Aplicada;Ciências Exatas e da Terra, Ciência da Computação;RN;O grupo REGINA objetiva mobilizar a comunidade de pesquisa em teleinformática da UFRN e demais instituições de ensino e pesquisa no Brasil e no exterior, para agregar competências em múltiplas áreas estratégicas e unir esforços para conjuntamente apoiar a busca de novas oportunidades de ensino, pesquisa e desenvolvimento, bem como identificar áreas estratégicas tendo como meta contribuir efetivamente nos diversos assuntos relacionados a Internet do Futuro e seu desenvolvimento. Suas principais ações envolvem: (a) Encorajar a comunidade científica e tecnológica a avaliar e adotar os produtos gerados pelas atividades de pesquisa, (b) Acompanhar as atividades internacionais e padronizações de tecnologias voltadas a Internet do Futuro, (c) Desenvolver projetos de pesquisa coletivos, (d) Orientação e/ou co-orientação de trabalhos de graduação e pós-graduação, (e) Preparação de artigos científicos, (f) Promover intercâmbio de estudantes/pesquisadores, (g) Organizar eventos temáticos, etc;{"Nome":Engenharia de Software,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Computação nas Nuvens e nas Bordas da Rede,"Q_Estudantes":3,"Q_Pesquisadores":20}|{"Nome":Confiabilidade e dependabilidade,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Inteligência Artificial Aplicada,"Q_Estudantes":5,"Q_Pesquisadores":3}|{"Nome":Internet das Coisas e Cidades Inteligentes,"Q_Estudantes":4,"Q_Pesquisadores":27}|{"Nome":Redes Convergentes,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Redes Móveis para para Objetos Inteligentes,"Q_Estudantes":2,"Q_Pesquisadores":15}|{"Nome":Segurança de Redes,"Q_Estudantes":1,"Q_Pesquisadores":3}|{"Nome":Serviços e Aplicações para Cidades Inteligentes,"Q_Estudantes":1,"Q_Pesquisadores":18}|{"Nome":Sistemas 5G,"Q_Estudantes":9,"Q_Pesquisadores":10}|{"Nome":Softwarização de Redes de Comunicação,"Q_Estudantes":2,"Q_Pesquisadores":20}|{"Nome":Virtualização de Redes e Funções,"Q_Estudantes":2,"Q_Pesquisadores":9};{"Nome":Faculdade de Ciências da Computação,"Sigla":UFU,"UF":MG}|{"Nome":Departamento de Engenharia Elétrica,"Sigla":UFPA,"UF":PA}|{"Nome":Departamento de Informática,"Sigla":UFPA,"UF":PA}|{"Nome":Escola Politécnica,"Sigla":USP,"UF":SP}|{"Nome":Departamento de Engenharia de Teleinformática,"Sigla":UFC/DETI,"UF":CE}|{"Nome":Departamento de Computação,"Sigla":UFC,"UF":CE}|{"Nome":Departamento de Informática,"Sigla":UFPR,"UF":PR}|{"Nome":Centro de Computação,"Sigla":UFMG,"UF":MG}|{"Nome":Instituto Nacional de Telecomunicações,"Sigla":INATEL,"UF":MG}|{"Nome":Universidade de Aveiro,"Sigla":UA,"UF":}|{"Nome":University of Ottawa,"Sigla":U.OTTAWA,"UF":}|{"Nome":Universität Bern,"Sigla":UNIBE,"UF":}|{"Nome":Departamento de Ensino e Pesquisa,"Sigla":FFCMPA,"UF":RS}|{"Nome":Departamento de Tecnologia da Informação,"Sigla":GET,"UF":AL}|{"Nome":Université de Montreal,"Sigla":UdeM,"UF":}|{"Nome":University of Southern California,"Sigla":USC,"UF":}|{"Nome":Instituto de Computação,"Sigla":IC/UNICAMP,"UF":SP}|{"Nome":Instituto de Telecomunicações,"Sigla":IT,"UF":}|{"Nome":Departamento de Engenharia e Informática,"Sigla":U.COIMBRA,"UF":}|{"Nome":Ecole Nationale Supérieure d'Informatique pour l'Industrie et l'Entreprise,"Sigla":ENSIIE,"UF":}|{"Nome":Fundació i2CAT,"Sigla":i2CAT,"UF":}|{"Nome":Instituto de Ciências Exatas e Tecnologia,"Sigla":ICET,"UF":AM};{"Formação acadêmica":Doutorado,"Pesquisadores":37,"Estudantes":6,"Técnicos":0,"Estrangeiros":12,"Total":55}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":4,"Técnicos":0,"Estrangeiros":1,"Total":6}|{"Formação acadêmica":Graduação,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":6};http://dgp.cnpq.br/dgp/espelhogrupo/237682
Grupo de Processamento de Sinais e Informação;Certificado;2016;Edmar Candeia Gurjão;Universidade Federal de Campina Grande - UFCG;Departamento de Engenharia Elétrica;Engenharias, Engenharia Elétrica;PB;Projeto em parceria com a ANATEL para definição de Segurança Cibernética das redes 5G no Brasil.;{"Nome":Processamento de Imagens Digitais e Reconhecimento de Padrões,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Computação Móvel e Telecomunicações,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Inteligência Artificial Aplicada,"Q_Estudantes":5,"Q_Pesquisadores":2}|{"Nome":Segurança Cibernética,"Q_Estudantes":7,"Q_Pesquisadores":1};{"Nome":Departamento de Matemática e Estatística,"Sigla":UEPB,"UF":PB};{"Formação acadêmica":Doutorado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":9,"Técnicos":0,"Estrangeiros":0,"Total":9}|{"Formação acadêmica":Ensino Médio (2o grau),"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/780702
Grupo de Redes, Arquiteturas, Sistemas Operacionais e Sistemas Embarcados (GRASS);Certificado;2010;Flávio de Oliveira Silva;Universidade Federal de Uberlândia - UFU;Faculdade de Ciências da Computação;Ciências Exatas e da Terra, Ciência da Computação;MG;Este grupo é formado por professores, pesquisadores e estudantes de graduação e pós-graduação, com diversos projetos de pesquisas fomentados por agências de fomento Brasileiras e Estrangeiras (CAPES, CNPQ, FAPEMIG, FAPESP, FP7 e H.2020), com mais de uma centena de trabalhos publicados em periódicos e congressos e participante de várias iniciativas nacionais (RNP, FIBRE etc) e internacionais (EDOBRA, OFELIA, FIWARE etc). Os projetos do grupo versam sobre diversas áreas da computação tais como sistemas escaláveis, arquiteturas de alta disponibilidade, computação pervasiva, computação em nuvem, computação em grade e microeletrônica (FPGA), Games, Defesa e Segurança, entre outros. O grupo leva em conta os desafios e necessidades da sociedade com foco nas aplicações do futuro que contribuirão para transformação digital de nossa sociedade. Estas novas aplicações impões novos requisitos que serão suportados pelas redes do futuro (Future Networks) e ainda com foco na infraestrutura do futuro;{"Nome":Future Applications,"Q_Estudantes":10,"Q_Pesquisadores":14}|{"Nome":Future Infrastructure,"Q_Estudantes":2,"Q_Pesquisadores":11}|{"Nome":Future Internet Architectures,"Q_Estudantes":3,"Q_Pesquisadores":7}|{"Nome":Future Networks,"Q_Estudantes":8,"Q_Pesquisadores":10};{"Nome":Centro de Informática,"Sigla":CIN,"UF":PE}|{"Nome":Departamento de Engenharia de Sistema Eletrônicos,"Sigla":USP,"UF":SP}|{"Nome":Ministério da Ciência, Tecnologia e Inovações,"Sigla":MCTI,"UF":DF}|{"Nome":Instituto Nacional de Telecomunicações,"Sigla":INATEL,"UF":MG}|{"Nome":Departamento de Informática e Matemática Aplicada,"Sigla":UFRN,"UF":RN}|{"Nome":Universidade Federal do Pampa,"Sigla":UNIPAMPA,"UF":RS}|{"Nome":Petrobrás Distribuidora - Matriz,"Sigla":PETROBRAS,"UF":RJ}|{"Nome":Nokia Siemens Networks do Brasil Sistemas de Comunicações,"Sigla":NOKIA SIEMENS,"UF":RJ}|{"Nome":Algar Empreendimentos e Participacões,"Sigla":ALGAR,"UF":MG}|{"Nome":VM9 Tecnologia da Informação,"Sigla":VM9,"UF":RJ}|{"Nome":FUNDACAO PARA INOVACOES TECNOLOGICAS - FITEC,"Sigla":FPITF,"UF":SP}|{"Nome":Departamento de Computação - DComp,"Sigla":UFSCar\DComp,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":26,"Estudantes":7,"Técnicos":0,"Estrangeiros":3,"Total":36}|{"Formação acadêmica":Mestrado,"Pesquisadores":3,"Estudantes":5,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":10,"Técnicos":0,"Estrangeiros":0,"Total":10};http://dgp.cnpq.br/dgp/espelhogrupo/784532
Grupo Ubíquas de Inovação Efetiva de Pesquisa, Extensão e Estudo em Tecnologias Convergentes - GUIE-X;Certificado;2018;Allan Douglas Bento da Costa;Universidade Federal Rural da Amazônia - UFRA;Comissão de Permanente de Pessoal Docente;Ciências Exatas e da Terra, Ciência da Computação;PA;A repercussão do trabalho do grupo ocorre nas atividades de pesquisa, ensino e extensão junto às temáticas relacionadas a tecnologias emergentes e será notada a partir da proposição de realização de reuniões científicas, cursos de capacitação e participação em eventos nacionais e internacionais sobre os temas centrais do grupo, a saber os materiais didáticos e a avaliação. A repercussão se comprova por meio da apresentação de trabalhos em congressos, publicação de artigos em periódicos indexados, encontros com os participantes do grupo, orientação de estudantes da graduação e pós-graduação, orientação de bolsistas de iniciação científica e extensão, bem como na participação em eventos sobre a temática do grupo. Também através de artigos, livros ou capítulos de livros voltados ao público interessado nos temas.;{"Nome":Bioinformática, Genômica e Proteômica,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Biologia Computacional,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Computação Móvel, Computação Ubíqua, Computação Pervasiva, Computação Embarcada, Sistemas em Tempo-Real e Redes de Sensores,"Q_Estudantes":0,"Q_Pesquisadores":9}|{"Nome":Dimensões Sociais da Ciência e da Tecnologia,"Q_Estudantes":0,"Q_Pesquisadores":6}|{"Nome":Machine-to-Machine,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Produção e comunicação da informação em ciência, tecnologia e inovação,"Q_Estudantes":0,"Q_Pesquisadores":6}|{"Nome":Qualidade de Serviço e Qualidade de Experiência,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Redes 4G e 5G,"Q_Estudantes":0,"Q_Pesquisadores":5}|{"Nome":Redes de Computadores/Redes de Sensores sem Fio/Multicast,"Q_Estudantes":0,"Q_Pesquisadores":6}|{"Nome":Segurança da Informação e Sistemas Ciber-Físicos,"Q_Estudantes":0,"Q_Pesquisadores":4}|{"Nome":Tecnologias Convergentes e Conhecimento,"Q_Estudantes":0,"Q_Pesquisadores":7}|{"Nome":Tecnologias Convergentes para as Ciencias Biologicas,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Tecnologias Convergentes para as Ciências Agrarias,"Q_Estudantes":0,"Q_Pesquisadores":3};{"Nome":Universidade Federal do Pará,"Sigla":UFPA,"UF":PA}|{"Nome":Instituto Federal de Educação, Ciência e Tecnologia do Pará,"Sigla":IFPA,"UF":PA}|{"Nome":Instituto Federal do Amapá,"Sigla":IFAP,"UF":AP};{"Formação acadêmica":Doutorado,"Pesquisadores":9,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":9}|{"Formação acadêmica":Mestrado,"Pesquisadores":6,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":7}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Especialização,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/553367
GTEL - Grupo de Pesquisa em Telecomunicações Sem-fio;Certificado;2000;Francisco Rodrigo Porto Cavalcanti;Universidade Federal do Ceará - UFC;Pró-Reitoria de Pesquisa e Pós-Graduação;Engenharias, Engenharia Elétrica;CE;O GTEL se destaca nacionalmente como um dos grupos de pesquisa mais produtivos em tecnologia de comunicações sem fio, liderando a produção nacional de patentes acadêmicas e apresentando ainda grande atividade de formação de recursos humanos (mestres e doutores) como parte de suas atividades de pesquisa em projetos financiados por entidades públicas e privadas. Sua produção científica também é destaque, O Grupo mantém uma longeva parceria com a multinacional sueca Ericsson (parceria contínua desde o ano 2000), parceria esta que permitiu sua estruturação no campus da UFC com um laboratório voltado exclusivamente para pesquisa. O laboratório abriga cerca de 40 pesquisadores e conta com um cluster de computadores de alto desempenho. Nesta parceria, os melhores alunos de pós-graduação participam de um programa de estágio técnico nas sedes internacionais da Ericsson. O GTEL mantem ainda parcerias ativas com outras universidades e empresas visando dinamizar sua produção de conhecimento.;{"Nome":Inteligência Artificial e Aprendizagem de Máquina,"Q_Estudantes":1,"Q_Pesquisadores":5}|{"Nome":Redes de Acesso e Gerência de Recursos de Rádio,"Q_Estudantes":8,"Q_Pesquisadores":15}|{"Nome":Transceptores, camada física e processamento de sinais,"Q_Estudantes":9,"Q_Pesquisadores":12};{"Nome":Ericsson Telecomunicações - Matriz,"Sigla":ERICSSON,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":18,"Estudantes":8,"Técnicos":0,"Estrangeiros":1,"Total":27}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":3,"Técnicos":1,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":4,"Técnicos":1,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/7703
High Efficient Agile Distributed Systems;Certificado;2021;Diego Leonel Cadette Dutra;Universidade Federal do Rio de Janeiro - UFRJ;;Ciências Exatas e da Terra, Ciência da Computação;RJ;As mudanças observadas nas plataformas computacionais impactaram a forma como a sociedade interage com os recursos tecnológicos. Cada vez mais dispositivos móveis são as principais ferramentas de acesso aos produtos digitais, em cenários nos quais retira-se a carga de processamento do aparelho dos usuários, migrando a mesma para uma infraestrutura computacional remota. Esta característica foi acelerada com a introdução das redes móveis de 5a geração (5G), onde esses recursos computacionais passaram a ser compartilhados por serviços dos usuários e sistemas das operadoras móveis. Olhando para as demandas atuais e seus desdobramentos, o grupo de pesquisa HEADS (High Efficient Agile Distributed Systems - em português, Sistemas Distribuídos Ágeis de Alta Eficiência) tem como objetivo investigar mecanismos computacionais capazes de facilitar a implementação de novos serviços escaláveis em um ambiente computacional composto por recursos altamente heterogêneos e geograficamente distribuídos.;{"Nome":Ambiente para Co-Projeto de Hardware/Software em Plataformas de FPGAs,"Q_Estudantes":3,"Q_Pesquisadores":1}|{"Nome":Cloud Computing,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Edge Cloud Computing,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Mobile Cloud Computing,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Virtualized Environments,"Q_Estudantes":0,"Q_Pesquisadores":1};{"Nome":Aalto University,"Sigla":AALTO,"UF":};{"Formação acadêmica":Doutorado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/761138
