Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
Grupo de Estudos e Pesquisas em Sistemas Elétricos de Potência (GESEP);Certificado;2018;Paulo Ricardo da Silva Pereira;Universidade do Vale do Rio dos Sinos - UNISINOS;;Engenharias, Engenharia Elétrica;RS;O Grupo de Estudos e Pesquisa em Sistemas Elétricos de Potência (GESEP) desenvolve pesquisas e estudos aplicados às áreas de Geração, Transmissão, Distribuição, Comercialização e Utilização da Energia Elétrica, alcançando assim toda a indústria da energia elétrica. As atividades realizadas envolvem estudos de proteção, qualidade da energia e eficiência energética, impactos técnicos, regulatórios e outros associados a processos de revisão tarifária e conexão de fontes ao sistema elétrico e ao desenvolvimento das redes elétricas inteligentes, possibilitando a criação de novas soluções envolvendo os mais diversos processos das empresas do setor elétrico nas áreas de planejamento, operação e manutenção, obras e gestão de ativos. Realiza atividades, pesquisas e projetos em rede, em parceria com o Grupo de Estudos Avançados em Engenharia de Energia (GrEEn), com o Grupo de Automação Industrial e Controle (GAIC) e com o Centro de Excelência em Energia e Sistemas de Potência (CEESP).;;;;http://dgp.cnpq.br/dgp/espelhogrupo/311804
Grupo de Estudos em Sistemas Complexos;Certificado;2006;Allbens Atman Picardi Faria;Centro Federal de Educação Tecnológica de Minas Gerais - CEFET/MG;Diretoria de Departamento de Pesquisa e Pós-Graduação;Ciências Exatas e da Terra, Física;MG;O Grupo de Estudos em Sistemas Complexos (GESC) do CEFET-MG concentra pesquisadores que buscam, através de abordagens teóricas e computacionais, a investigação e compreensão de fenômenos emergentes em Sistemas Complexos. A principal área de atuação do GESC é em física teórica, com estreita interconexão com áreas correlatas como matemática, computação e engenharias, e não raro abordando temas em áreas diversas como biologia, letras, economia, geologia, ecologia etc. Contando com pesquisadores atuando em quatro linhas de pesquisa - Processos Estocásticos, Sistemas Granulares, Sistemas Quânticos e Econofísica - as repercussões e impacto das pesquisas vão muito além destas pois os projetos frequentemente possuem alto grau de interdisciplinaridade, empregando duas ou mais abordagens entre experimento, teoria, simulação e visualização. Os pesquisadores possuem sólida formação científica, com produção em revistas internacionais de alto impacto em colaboração com estudantes de pós e graduação.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/1645017844174884
Grupo de Pesquisa e Inovação em Sistemas Computacionais;Certificado;2000;Marcio Seiji Oyamada;Universidade Estadual do Oeste do Paraná - UNIOESTE;Reitoria;Ciências Exatas e da Terra, Ciência da Computação;CE;O Grupo de Pesquisa e Inovação em Sistemas Computacionais (GPISC), da Universidade Estadual do Oeste do Paraná (UNIOESTE), campus de Cascavel, tem como objetivo agregar os pesquisadores da área de Sistemas Computacionais que desenvolvem pesquisas em Sistemas Distribuídos, Redes de Computadores, Computação de alto desempenho, Programação Paralela, Sistemas Embarcados e Internet das Coisas. Os pesquisadores do grupo são vinculados ao Programa de Pós-Graduação em Ciência da Computação (PPGComp), e desenvolvem suas atividades com a participação dos alunos de mestrados e de iniciação científica do Curso de Ciência da Computação e UTFPR- Campus Toledo. Os pesquisadores do grupo também desenvolvem projetos em parcerias com empresas e participam ativamente de iniciativas no ecosistema de inovação da região.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/23815
Grupo de Pesquisa em Redes e Computação Distribuída - GPRCom;Certificado;2006;Ricardo José Paiva de Britto Salgueiro;Universidade Federal de Sergipe - UFS;Departamento de Computação;Ciências Exatas e da Terra, Ciência da Computação;SE;O Grupo de Pesquisa em Redes e Computação Distribuída (GRPCom) objetiva desenvolver pesquisas na área de ¿Redes de Computadores e Sistemas Distribuídos¿ abordando as abstrações e técnicas para a garantia de qualidade de serviço em Redes, Sistemas Distribuídos e Sistemas para Web. As ações desenvolvidas estão voltadas para a investigação e o uso de técnicas para o desenvolvimento de sistemas móveis e ubíquos com objetivo de se alcançar níveis satisfatórios de eficiência, facilidade de expansão e interoperabilidade dos sistemas projetados. Mais especificamente, os temas de pesquisa envolvem: engenharia de sistemas para web, modelagem e avaliação de desempenho de redes de computadores, tecnologias para a Internet do Futuro, tais como Redes Definidas por Software (SDN) e Internet das Coisas (IoT), Computação em Nuvem, Comunicação e Aplicações de Sistemas Embarcados e Segurança em Sistemas Computacionais.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/842
GSimCog - Grupo de Simulação e Computação Gráfica;Certificado;2019;José Ricardo da Silva Junior;Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro - IFRJ;;Ciências Exatas e da Terra, Ciência da Computação;RJ;O CST em Jogos Digitais, desde sua inauguração em 2014, promove pesquisas no segmento de jogos e simulações computacionais. Abrange um grande escopo de áreas e competências interdisciplinares e transdisciplinares. Entre essas predomina no curso pesquisadores que exploram arte e tecnologia, sendo ainda considerada uma combinação excêntrica no país, no entanto, já formalizada no contexto internacional. Esse espectro de competências representa um campo novo para o Brasil que ainda não está inteiramente formalizado, mas é de imensa importância para o campo de jogos digitais. O grupo objetiva atender a essa demanda de pesquisa oferecendo um espaço que combina os campos de design, arte, computação e tecnologia. No escopo de jogos digitais as pesquisas abordam, inicialmente, a temática de arte técnica, otimização, inteligência artificial, balanceamento dinâmico, realidade virtual e outros temas afins.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/572124
HPC-ES - High Performance Computing in Embedded Systems;Certificado;2015;Wanderson Roger Azevedo Dias;Instituto Federal de Sergipe - IFS;;Ciências Exatas e da Terra, Ciência da Computação;SE;O grupo High Performance Computing in Embedded Systems (HPC-ES) objetiva desenvolver pesquisas nas áreas de Computação de Alto Desempenho, Arquitetura de Computadores, Computação Paralela e Distribuída, Sistemas Embarcados, Computação Verde e Plataforma Raspberry Pi abordando o desenvolvimento de projetos, análises e avaliações de desempenho de novas arquiteturas multi-core e multi-thread (cluster, grid, processador, redes de interconexão, memória, GPU) usando plataformas embarcadas. Também é foco desse grupo analisar e propor a implementação de algoritmos paralelos usando Vetorização, OpenMP e MPI.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/178916
Informática na Educaçao;Em preenchimento;2022;Raphael de Vicq Ferreira da Costa ;Faculdade Santa Rita - FASAR;;Ciências Sociais Aplicadas, Ciência da Informação;;O Grupo de Informática na Educação da UNIFASAR atua desde o ano de 2021 promovendo a pesquisa relacionada a utilização e desenvolvimento de tecnologia para educação. O Grupo integra pesquisadores do Mestrado em Computação Aplicada, Mestrado Acadêmico em Educação e Mestrado e Doutorado em outras áreas. O grupo atua realizando pesquisas em duas principais linhas que se subdividem em diferentes temáticas que são abordadas pelos pesquisadores. Linha 1 - Ambientes de Aprendizagem Inteligentes As pesquisas nesta linha buscam utilizar técnicas de inteligência artificial para melhorar o atendimento ao estudante, principalmente buscando adaptar a instrução às necessidades educacionais específicas apresentadas por este. Linha 2 - Informática aplicada ao Ambiente Escolar Os trabalhos desta linha são relacionados ao atendimento das demandas existentes nas escolas de ensino fundamental e médio. As iniciativas vão desde o desenvolvimento de softwares educacionais voltados ao publico escolar,;;;;http://dgp.cnpq.br/dgp/espelhogrupo/775686
Inteligência Computacional: Desenvolvimento e Aplicações em Engenharia Elétrica;Certificado;1992;Carlos Roberto Minussi;Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP;Faculdade de Engenharia de Ilha Solteira;Engenharias, Engenharia Elétrica;SP;O grupo trabalha com o objetivo de desenvolver concepções baseadas nas redes neurais, técnicas similares (fuzzy logic, computação evolutiva, sistemas imunológicos artificiais etc.) para a resolução problemas associados a várias áreas no contexto de engenharia elétrica: análise, previsão (de carga, afluências de rios, ventos, análise de sinais, reconhecimento de imagens, controle, implementação eletrônica e implementação computacional. Mais recentemente, o grupo tem atuado na busca de soluções no contexto de automação de sistemas de distribuição de energia elétrica. Está agregada ao grupo, pesquisas abordando sistemas inteligentes aplicada à área de ensino (por exemplo, a predição de grupos de risco de evasão discente no ensino superior).;;;;http://dgp.cnpq.br/dgp/espelhogrupo/7701
Inteligência Computacional: Desenvolvimento e Aplicações em Engenharia Elétrica;Certificado;1992;Carlos Roberto Minussi;Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP;Faculdade de Engenharia de Ilha Solteira;Engenharias, Engenharia Elétrica;SP;O grupo trabalha com o objetivo de desenvolver concepções baseadas nas redes neurais, técnicas similares (fuzzy logic, computação evolutiva, sistemas imunológicos artificiais etc.) para a resolução problemas associados a várias áreas no contexto de engenharia elétrica: análise, previsão (de carga, afluências de rios, ventos, análise de sinais, reconhecimento de imagens, controle, implementação eletrônica e implementação computacional. Mais recentemente, o grupo tem atuado na busca de soluções no contexto de automação de sistemas de distribuição de energia elétrica. Está agregada ao grupo, pesquisas abordando sistemas inteligentes aplicada à área de ensino (por exemplo, a predição de grupos de risco de evasão discente no ensino superior).;;;;http://dgp.cnpq.br/dgp/espelhogrupo/5949389542838032
Laboratório de Computação Inteligente do Araripe;Certificado;2012;Ricardo de Andrade Araújo;Instituto Federal do Sertão Pernambucano - IF-Sertão PE;;Ciências Exatas e da Terra, Ciência da Computação;PE;O Laboratório de Computação Inteligente do Araripe iniciou suas atividades em 2012 e investiga abordagens supervisionadas e não-supervisionadas, baseadas em modelos neurais e evolutivos, para solucionar problemas de regressão, previsão e classificação nas áreas de engenharia de software, mercado de ações, indústria, varejo, medicina, biomedicina, psicologia, odontologia, educação, física e química, tendo publicado o resultado das pesquisas realizadas na forma de relatórios técnicos, artigos em eventos nacionais e internacionais, e artigos em periódicos nacionais e internacionais.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/27881
Mobilidade, inovação e Sustentabilidade;Certificado;2014;Fabio Jose Carvalho Franca;Instituto Federal de Pernambuco - IFPE;;Engenharias, Engenharia Mecânica;PE;O grupo relaciona conhecimentos da mecânica, apoiada pela eletroeletrônica e computação, destinada ao planejamento, projeto, controle, manutenção, gerenciamento e aprimoramento de sistemas utilizados para movimentação de pessoas, produtos e informações, empregando-se como diretrizes principais a educação, a ciência e a inovação tecnológica, em paralelo a idealização de soluções sustentáveis. Buscando sua inserção no cenário de inovação e tendências tecnológicas, o grupo de pesquisa proporciona uma diversidade de conteúdos a serem abordados que vão desde o modelamento matemático de sistemas físicos, a aplicações que envolvam conceitos da elétrica, eletrônica, fluidos, hidrodinâmica, desenvolvimento de materiais de fabricação, metodologia de projeto, desenho, ergonomia e segurança, análise estrutural, tecnologia mecânica, análise de vibração, fluido computacional, transmissão de calor, elementos de máquinas, sistemas de controle, dentre outros.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/44534
Modelagem Computacional de Bactérias Multirresistentes;Certificado;2016;Fabricio Alves Barbosa da Silva;Fundação Oswaldo Cruz - FIOCRUZ;Vice-Presidência de Ensino e Recursos Humanos;Engenharias, Engenharia Biomédica;RJ;O grupo de pesquisa integra competências multidisciplinares com forte atuação em genômica, computação, microbiologia, modelagem computacional, modelagem molecular, farmacologia, bioquímica. Entre os resultados esperados, além da publicação de resultados de pesquisa do grupo em revistas científicas indexadas, estão o desenvolvimento de novos modelos computacionais e a criação de métodos e algoritmos para identificação de potenciais alvos terapêuticos em bactérias multirresistentes, usando uma abordagem de biologia de sistemas. Como consequência do desenvolvimento de modelos e métodos esperamos identificar novos potenciais alvos terapêuticos em bactérias multirresistentes, para posterior verificação em laboratório.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/227841
MORA - PESQUISA EM HABITAÇÃO;Certificado;2010;Simone Barbosa Villa;Universidade Federal de Uberlândia - UFU;;Ciências Sociais Aplicadas, Arquitetura e Urbanismo;MG;[MORA] pesquisa em habitação_ espaço físico e virtual de diversas discussões sobre o habitar foi formado em junho de 2009 pela profª Drª Simone Villa, da Faculdade de Arquitetura e Urbanismo e Design da Universidade Federal de Uberlândia e tem em sua composição alunos e professores de graduação e pós-graduação dos cursos de Arquitetura e Urbanismo, Design, Geografia e Ciência da Computação. Pretende ser um espaço aberto à crítica e à reflexão buscando uma maior relação entre o meio acadêmico e a prática através de ações que contribuam efetivamente com a melhoria da qualidade da habitação. Diferentes abordagens são propostas em suas pesquisas: inovações tecnológicas, sustentabilidade, qualidade espacial e ambiental, avaliação pós-ocupação, resiliência do ambiente construído. Participa de projetos de cooperação nacional (FAU-USP e UNICAMP) e internacional com a Inglaterra (School of Architecture, The University of Sheffield) e Portugal (Faculdade de Arquitetura, Universidade de Lisboa).;;;;http://dgp.cnpq.br/dgp/espelhogrupo/388311
NEXT Research Group;Certificado;2010;Simone Cristiane dos Santos Lima;Universidade Federal de Pernambuco - UFPE;Centro de Informática;Ciências Exatas e da Terra, Ciência da Computação;PE;O objetivo do grupo NEXT (iNnovative Educational eXperience in Technology) é transformar o ensino na área de Computação, por meio de soluções que visem auxiliar educadores e gestores na aplicação de metodologias ativas em prol da aprendizagem significativa e do protagonismo do estudante. Com ênfase em estudos sobre a abordagem ativa PBL (Problem-Based Learning), o NEXT é um grupo formado por alunos pesquisadores em diferentes níveis educacionais (graduação, pós-graduação e educação continuada), além de professores colaboradores. Como principais contribuições do grupo, destacam-se: Formação de especialistas, mestres e doutores na área de Educação em Computação, Adoção de PBL no ensino da graduação e pós, Cursos de extensão voltados para o ensino de programação e capacitação docente, Metodologias, ferramentas educacionais e ambientes virtuais para apoiar a adoção de PBL no ensino de Computação e, Publicações científicas e participação em eventos de relevância nacional e internacional.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/587986
Núcleo de Estudos em Sociedade, Imprensa e Literatura Piauiense;Certificado;2016;Daniel Castello Branco Ciarlini;Universidade Estadual do Piauí - UESPI;;Ciências Sociais Aplicadas, Comunicação;PI;O Núcleo de Estudos em Sociedade, Imprensa e Literatura Piauiense é um grupo de pesquisa cadastrado no CNPq e vinculado à Universidade Estadual do Piauí. De caráter interdisciplinar, põe em diálogo as diversas ferramentas investigativas, teóricas e metodológicas dos cursos de Letras, História, Geografia e Ciência da Computação para a construção de uma abordagem que transite por áreas distintas do conhecimento científico. Os esforços giram em torno de estudar o estado do Piauí em suas mais variadas facetas, tomando como baliza os campos simbólico e empírico. Atualmente é mantenedor do programa Velho Monge, que tem como principal objetivo a recuperação de fontes primárias do e sobre o estado, a partir de uma metodologia de ação dividida em três etapas: Investigação, Digitalização e Difusão.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/546618
Sistemas de Computação Analítica e Numérica Aplicada à Tecnologia;Certificado;2022;Orlando Donato Rocha Filho;Instituto Federal do Maranhão - IFMA;Instituto Federal do Maranhão - Campus de São Luis Monte Castelo;Engenharias, Engenharia Elétrica;MA;A atuação do grupo no IFMA visa o estudo de sistemas computacionais inteligentes aplicados às áreas de: engenharias, computação, biomédica, economia, biologia, geoprocessamento, aeroespacial e demais áreas afins. 2. Os líderes do grupo têm suas linhas de pesquisas voltadas para o desenvolvimento de metodologias computacionais inteligentes cuja principal abordagem é voltada para problemas de engenharia. 3. A computação evolutiva e meta heurística com abordagem em sistemas inteligentes é um tem novo e bastante promissor na área científica, além de proporcionar a interação com outras áreas e grupos de pesquisas no IFMA, também, citamos que o tema é novo e relevante e no IFMA não há grupos voltados para o desenvolvimento científico nas áreas de conhecimento de Computação Evolutiva, Meta Heurísticas inseridas no contexto de Sistemas Evolutivos Nebulosos.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/776423
Sistemas de Informação e Inteligência Competitiva;Certificado - Não-atualizado há mais de 12 meses;2005;Glauco de Figueiredo Carneiro ;Universidade Salvador - UNIFACS;;Ciências Exatas e da Terra, Ciência da Computação;BA;O Grupo de Sistemas de Informação e Inteligência Competitiva (SIIC) é um dos grupos de apoio ao Mestrado em Sistemas e Computação da Universidade Salvador (UNIFACS). Ele se dedica à avaliação de dados abertos governamentais e à proposição de boas práticas para viabilizar a transparência, a governança participativa, e a responsabilização dos tomadores de decisão (accountability). Nesta linha, o grupo tem conduzido estudos para avaliar dados abertos nacionais e internacionais para identificar boas práticas e destacar oportunidades de melhorias. As principais contribuições do grupo têm sido na criação de técnicas e abordagens para a condução das avaliações de forma semi-automatizada de dados abertos governamentais através de técnicas de aprendizagem de máquina e ciência de dados. Além disto, o SIIC atua nas suas atividades de pesquisa através de orientações de dissertações de mestrado, teses de doutorado, projetos de inciação científica e pós-doutorado.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/662527
Sistemas Inteligentes, Otimização e Computação BioInspirada;Certificado;2009;Ricardo Menezes Salgado;Universidade Federal de Alfenas - UNIFAL/MG;Departamento de Ciências Exatas;Ciências Exatas e da Terra, Ciência da Computação;MG;O presente grupo visa a reunir pesquisadores interessados em desenvolver pesquisas em Sistemas Inteligentes e Computação Bioinspirada com o intuito de melhorar algoritmos existentes, propor novas abordagens, desenvolver sistemas híbridos e identificar aplicações para os algoritmos desenvolvidos. Além disso, grupo de pesquisa deverá concentrar os seus projetos em sistemas inteligentes que utilizam técnicas que imitam a inteligência coletiva, a evolução genética de espécies, redes neuronais, entre outras áreas de inteligência artificial inspiradas em sistemas biológicos. Objetiva-se em cunho geral contribuir no desenvolvimento da ciência da computação e da sociedade em geral, assim como a iniciação dos discentes do curso de computação na pesquisa em geral.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/9653916698699039
