Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
DELIA - Data Science and Artificial Intelligence Lab;Certificado;2022;Leila Cristina Carneiro Bergamasco;FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS - FEI;Centro Universitário FEI;Ciências Exatas e da Terra, Ciência da Computação;SP;Pesquisas relacionadas a área de Ciência de Dados, especialmente no que tange a métodos de Inteligência Artificial;{"Nome":Computação, tecnologia e inovação em saúde,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Aplicações de Ciências de Dados,"Q_Estudantes":3,"Q_Pesquisadores":1};{"Nome":USP Leste,"Sigla":USP,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/781585
Desenvolvimento de Sistemas de Apoio a Decisões Sustentáveis / DeSiDeS;Certificado;2013;Fernando Schramm;Universidade Federal de Campina Grande - UFCG;;Engenharias, Engenharia de Produção;PB;Este grupo tem o objetivo de investigar processos decisórios, cujas consequências têm impacto direto sobre a sociedade, a fim de desenvolver Sistemas de Apoio à Decisão para a promoção do desenvolvimento sustentável.;{"Nome":Análise Multicritério de Apoio à Decisão,"Q_Estudantes":6,"Q_Pesquisadores":5}|{"Nome":Decisão em Grupo e Negociação,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Estruturação de Problemas Complexos,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Otimização,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Sistemas Inteligentes de Apoio a Decisão,"Q_Estudantes":5,"Q_Pesquisadores":2};;{"Formação acadêmica":Doutorado,"Pesquisadores":6,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/2150518352442594
Digital Agriculture and Smart Harvest;Certificado;2014;Rouverson Pereira da Silva;Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP;Faculdade de Ciências Agrárias e Veterinárias de Jaboticabal;Ciências Agrárias, Engenharia Agrícola;SP;A Agricultura Digital permite o uso intensivo de dados direcionados visando garantir sistemas sustentáveis de produção de alimentos, que permitam o aumento da produtividade e da produção, bem como a manutenção dos ecossistemas, e que melhorem progressivamente a qualidade dos solos. A colheita inteligente tem por objetivo a utilização de técnicas de inteligência artificial, de sensoriamenteo e de Internet das Coisas como forma de fornecer informações que permitam o gerenciamento e a tomada de decisão de maneira rápida, eficaz, eficiente e precisa.;{"Nome":Mechanized agricultural operations,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":Mechanized harvesting systems,"Q_Estudantes":7,"Q_Pesquisadores":1}|{"Nome":Precision Agriculture,"Q_Estudantes":6,"Q_Pesquisadores":2}|{"Nome":Quality in mechanized agricultural operations,"Q_Estudantes":3,"Q_Pesquisadores":4}|{"Nome":Smart agriculture,"Q_Estudantes":6,"Q_Pesquisadores":4};{"Nome":AGCO do Brasil Comércio e Indústria,"Sigla":AGCO,"UF":RS}|{"Nome":Jumil,"Sigla":JUMIL,"UF":SP}|{"Nome":Maquinas e Implementos Agricolas Colombo,"Sigla":COLOMBO,"UF":SP}|{"Nome":CNH Latin America,"Sigla":CNH L.AMERICA,"UF":MG}|{"Nome":ZF do Brasil - Filial,"Sigla":ZF DO BRASIL,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":10,"Estudantes":7,"Técnicos":0,"Estrangeiros":1,"Total":18}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":8,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":4};http://dgp.cnpq.br/dgp/espelhogrupo/48213
EPIFAME - Epidemics and Famines in the Western Mediterranean;Certificado;2019;Marcelo Cândido da Silva;Universidade de São Paulo - USP;;Ciências Humanas, História;SP;O grupo, vinculado ao Projeto Temático Uma História Conectada da Idade Média (2021/02912-3), se dedica ao estudo da fome e das crises de mortalidade na bacia do Mediterrâneo medieval. Para tanto, realiza um recenseamento das menções à fome, à peste e a todas as menções à mortalidade humana e de animais entre os séculos XI e XIII. A primeira etapa do projeto, entre 2018 e 2022, dedicou-se ao levantamento de menções a fome, a guerra e a eventos climáticos nas fontes portuguesas do final da Idade Média. O eixo atual de atuação do grupo é a leitura e catalogação das menções às crises de abastecimento e de mortalidade, especialmente entre os séculos XI e XIII, nas fontes produzidas no espaço mediterrâneo. O projeto pretende construir um atlas interativo, a partir da plataforma Multimapas, desenvolvida por pesquisadores do Center for Artificial Intelligence (C4AI), sediado no Instituto de Ciências Matemáticas e de Computação da Universidade de São Paulo.;{"Nome":A historiografia e a conjuntura econômica do final da Idade Média,"Q_Estudantes":2,"Q_Pesquisadores":11}|{"Nome":Crises de Mortalidade e Álgebra de Mapas no Mediterrâneo Tardomedieval,"Q_Estudantes":9,"Q_Pesquisadores":20}|{"Nome":Fome, abastecimento e clima nas fontes mediterrânicas,"Q_Estudantes":5,"Q_Pesquisadores":17};;{"Formação acadêmica":Doutorado,"Pesquisadores":17,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":17}|{"Formação acadêmica":Mestrado,"Pesquisadores":4,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Graduação,"Pesquisadores":3,"Estudantes":11,"Técnicos":0,"Estrangeiros":0,"Total":14}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/4412608190663389
Estratégia, Inovação e Tecnologias de apoio à Gestão;Certificado;2020;Elnivan Moreira de Souza;Instituto para o Desenvolvimento da Educação - IPADE;Faculdade Christus;Ciências Sociais Aplicadas, Administração;CE;Nesse grupo de pesquisa estamos pesquisando a relação entre Indústria 4.0, Modelos de Negócios e Inteligência Artificial. Há duas pesquisas em execução: uma com o título provisório de An Integrative Framework between Artificial Intelligence and Industry 4.0 e outra, resultado de uma monografia de graduação intitulada Revisão Sistemática da Literatura sobre Inteligência Artificial e Modelos de Negócios: uma proposta conceitual.;{"Nome":Modelos de Negócios Inovadores, Indústria 4.0 e Inteligência Artificial,"Q_Estudantes":3,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/656926
FOREANALYTICS;Excluído;2017;Klaus Fabian Côco ;Universidade Federal do Espírito Santo - UFES;Departamento de Engenharia Elétrica;Engenharias, Engenharia Elétrica;ES;O grupo desenvolve estudos e pesquisas de Ciência de Dados voltada para a Indústria e seus processos produtivos. Efetua análises de dados e aplicações de inteligência de máquina nos processos visando a otimização da produção com redução de gastos e de desperdícios através da aplicação de técnicas de Inteligência Artificial. Nesse contexto, tarefas de análises de sinais das variáveis em busca do reconhecimento dos padrões dos dados e sua modelagem por sistemas inteligentes são atividades desenvolvidas neste grupo de pesquisa.;{"Nome":Data and Knowledge Engineering,"Q_Estudantes":6,"Q_Pesquisadores":6}|{"Nome":Data Forecasting,"Q_Estudantes":0,"Q_Pesquisadores":3};;{"Formação acadêmica":Doutorado,"Pesquisadores":6,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Especialização,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/368492
Formal methods, Artificial Intelligence, and Logic in Computer Science (FRAME);Certificado;2015;Bruno Lopes Vieira;Universidade Federal Fluminense - UFF;Departamento de Computação;Ciências Exatas e da Terra, Ciência da Computação;RJ;;{"Nome":Inteligência Artificial,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Lógica,"Q_Estudantes":10,"Q_Pesquisadores":5}|{"Nome":Métodos Formais,"Q_Estudantes":7,"Q_Pesquisadores":3};{"Nome":Departamento de Estatística e Informática,"Sigla":UFG,"UF":GO}|{"Nome":Centro de Informática,"Sigla":CPD,"UF":DF}|{"Nome":Departamento de Informática,"Sigla":INF,"UF":RJ}|{"Nome":Université Jean Moulin Lyon 3,"Sigla":LYON III,"UF":}|{"Nome":Departamento de Ciência da Computação,"Sigla":UFRJ,"UF":RJ}|{"Nome":Universidad Complutense de Madrid,"Sigla":UCM,"UF":}|{"Nome":Centre de Recherche Inria Saclay - Île-de-France,"Sigla":INRIA-SACLAY,"UF":};{"Formação acadêmica":Doutorado,"Pesquisadores":7,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":10}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/197417
GAIA - Grupo de Arte e Inteligência Artificial;Certificado;2019;Giselle Beiguelman;Universidade de São Paulo - USP;Faculdade de Arquitetura e Urbanismo;Lingüística, Letras e Artes, Artes;SP;Desde 2019, seus membros realizam pesquisas, supervisões e artigos acadêmicos, além de participar de congressos, residências artísticas, performances e manter um grupo quinzenal de leituras. Dessa forma, as formulações do GAIA buscam engajar tanto o universo acadêmico, quanto o público em geral. Projetos realizados pelo Grupo nas áreas de arte (visão computacional) e design (interfaces e aprendizado de máquina) foram apresentados em congressos, exposições e publicações científicas, entre os quais destacam-se: "Ways of Seeing with Computer Vision: Artificial Intelligence and Institutional Critique", o seminário Afetando Tecnologias, Maquinando Inteligências (seminário internacional, 2020) e a participação na exposição BioMedia (ZKM, Alemanha), 18/12/2021 a 28/8/2022, com o projeto (De)Composite Collections, contemplado no Edital The Intelligent Museum do Hertz Lab ZKM (2021).;{"Nome":Design: Processos e Linguagens,"Q_Estudantes":4,"Q_Pesquisadores":7}|{"Nome":Projeto, Espaço e Cultura,"Q_Estudantes":1,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":7,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/628547
Glin²Tech.org - Global Institute of Innovation and Technology Management for Emerging Markets;Certificado;2015;Dennys Eduardo Rossetto;Faculdade SKEMA Business School - SKEMA;;Ciências Sociais Aplicadas, Administração;MG;O GLIN²TECH.ORG tem se destacado na produção de pesquisas relevantes e de alta qualidade, abrangendo áreas como desenvolvimento tecnológico, empreendedorismo, estratégia de negócios e transferência de tecnologia. Seus estudos fornecem insights valiosos para enfrentar os desafios específicos enfrentados pelos mercados emergentes, promovendo a inovação e o crescimento sustentável com foco nos mercados emergentes. As atividades de pesquisa têm impacto direto na formação de recursos humanos altamente qualificados. O instituto atua como um ambiente propício para a capacitação de estudantes, pesquisadores e profissionais, fomentando a troca de conhecimentos e a criação de redes de colaboração.;{"Nome":Applied Innovation and Entrepreneurship,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Emerging Technologies for a Digital Future,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Innovation and Entrepreneurship applied on Social Issues,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Research on Educational Innovation,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Resource-constrained innovations,"Q_Estudantes":0,"Q_Pesquisadores":1};{"Nome":Escola Superior de Propaganda e Marketing,"Sigla":ESPM,"UF":SP}|{"Nome":Departamento de Administração - São Paulo,"Sigla":FEI,"UF":SP}|{"Nome":Departamento de Administração - USP,"Sigla":FEAC/USP,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":1,"Total":2}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Especialização,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/605367
Group of Engineering in Decision-Making and Artificial Intelligence (GEDAI);Certificado;2018;Victor Diogho Heuer de Carvalho;Universidade Federal de Alagoas - UFAL;Universidade Federal de Alagoas - Campus Sertão;Engenharias, Engenharia de Produção;AL;O Group of Engineering in Decision-Making and Artificial Intelligence (GEDAI, cuja tradução é Grupo de Engenharia em Tomada de Decisão e Inteligência Artificial) foi concebido no intuito de realizar estudos em áreas campos que possuem impacto definitivo para o desenvolvimento e consolidação da Industria 4.0. Os elementos-chave que descrevem os objetivos do grupo são: a "criação e aplicação técnicas e ferramentas da inteligência artificial e automação industrial", garantindo a "otimização dos processos produtivos e gerenciais" dentro dos "complexos e dinâmicos sistemas industriais e organizacionais" que surgem com o uso pleno dos recursos tecnológicos disponíveis.;{"Nome":Automação Industrial,"Q_Estudantes":1,"Q_Pesquisadores":7}|{"Nome":Inteligência Artificial Distribuída,"Q_Estudantes":12,"Q_Pesquisadores":8}|{"Nome":Mineração e Análise de Dados,"Q_Estudantes":11,"Q_Pesquisadores":12}|{"Nome":Modelagem e Simulação de Sistemas Dinâmicos,"Q_Estudantes":0,"Q_Pesquisadores":7}|{"Nome":Otimizacao de Processos em Engenharia,"Q_Estudantes":2,"Q_Pesquisadores":11}|{"Nome":Soft computing aplicada às decisões nas organizações,"Q_Estudantes":7,"Q_Pesquisadores":12};{"Nome":Departamento de Administração,"Sigla":UFPA,"UF":PA}|{"Nome":Faculdade de Tecnologia,"Sigla":FT,"UF":AM}|{"Nome":Escuela Politecnica Nacional,"Sigla":EPN,"UF":}|{"Nome":Departamento de Tecnologia da Informação,"Sigla":GET,"UF":AL}|{"Nome":Departamento de Economia,"Sigla":ECO,"UF":AL}|{"Nome":Departamento de Administração e Contabilidade,"Sigla":ADC,"UF":AL}|{"Nome":Universidade do Estado do Amazonas,"Sigla":UEA,"UF":AM}|{"Nome":Departamento de Ciências Exatas, Tecnológicas e Humanas de Angicos/UFERSA,"Sigla":DCETH/UFERSA,"UF":RN};{"Formação acadêmica":Doutorado,"Pesquisadores":9,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":9}|{"Formação acadêmica":Mestrado,"Pesquisadores":5,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Especialização,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":11,"Técnicos":0,"Estrangeiros":0,"Total":11}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/2049941768688679
Grupo de Pesquisa em Computação Aplicada - GCA;Certificado;2013;Rafael Zancan Frantz;Universidade Regional do Noroeste do Estado do Rio Grande do Sul - UNIJUI;Departamento de Ciências Exatas e Engenharias;Ciências Exatas e da Terra, Ciência da Computação;RS;Fomentar o desenvolvimento local de pesquisa e tecnologias que possam contribuir com o desenvolvimento social e econômico da região de inserção da UNIJUI, e que possam também ser úteis em outras regiões a nível nacional e internacional.;{"Nome":Data Integration and Analysis,"Q_Estudantes":20,"Q_Pesquisadores":4}|{"Nome":Integration Systems Modeling and Analysis,"Q_Estudantes":5,"Q_Pesquisadores":3}|{"Nome":Software Engineering,"Q_Estudantes":1,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":8,"Técnicos":0,"Estrangeiros":5,"Total":17}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":8,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":7,"Técnicos":0,"Estrangeiros":0,"Total":7};http://dgp.cnpq.br/dgp/espelhogrupo/42343
Grupo de Pesquisa em Reconhecimento de Padrões e Otimização;Certificado;2008;Cicero Ferreira Fernandes Costa Filho;Universidade Federal do Amazonas - UFAM;Reitoria;Engenharias, Engenharia Elétrica;AM;Destacam-se os prêmios recebidos pelo grupo, as contribuições para a comunidade científica e os periódicos mais importantes onde o grupo efetuou publicações. 1)Prêmios Recebidos - Prêmio Finep de Inovação Tecnológica - Categoria Processos - Região Norte - 2 colocação - 2005. - Prêmio Finep de Inovação Tecnológica - Categoria Processos - Região Norte - 2 colocação - 2006. - Melhor dissertação nos anos de 2017 e 2020 do PPGEE_UFAM 2) Contribuições a Comunidade Científica O grupo projetou, construiu e disponibilização o primeiro banco de imagens de microscopia de campo claro de esfregaços baciloscópicos, o TBimages (www.tbimages.ufam.edu.br) 3) o Grupo faz parte como laboratório associado do INCT MACC (Medicina assistida por Computação Científica) 4) Revistas em que o grupo publicou IEEE Transactions on Artificial Intelligence and AI in Games, IEEE access Research on Biomedical Engineering, Signal, Video and Image Processing Expert Systems with Application Sensors;{"Nome":Automação e Otimização de Processos Industriais,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Informática em Saúde e Telemedicina,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Pesquisa Operacional e Otimização,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Processamento de Imagens e Imagens Biomédicas,"Q_Estudantes":5,"Q_Pesquisadores":4}|{"Nome":Reconhecimento de Padrões,"Q_Estudantes":5,"Q_Pesquisadores":2};{"Nome":Universidade de São Paulo,"Sigla":USP,"UF":SP}|{"Nome":Universidade Federal do Rio de Janeiro,"Sigla":UFRJ,"UF":RJ}|{"Nome":Fundação de Medicina Tropical Doutor Heitor Vieira Dourado,"Sigla":FMT-HVD,"UF":AM}|{"Nome":Instituto Nacional de Pesquisas da Amazônia,"Sigla":INPA,"UF":AM}|{"Nome":Trópico Sistemas e Telecomunicações da Amazônia,"Sigla":TROPICO,"UF":AM}|{"Nome":Samsung Eletrônica da Amazônia,"Sigla":SEA,"UF":AM};{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/4186
Grupo de Redes Ópticas e Wireless;Certificado;2004;Joberto Sérgio Barbosa Martins;Universidade Salvador - UNIFACS;;Ciências Exatas e da Terra, Ciência da Computação;BA;O GROW atua em diversos aspectos da pesquisa em tecnologias ópticas, tais como: - alocação de recursos para redes ópticas elásticas (EON - Elastic Optical Networks) - Especificação de arquiteturas e protocolos para redes ópticas. - Desenvolvimento de estudos e ferramentas para projeto e otimização de redes ópticas: ferramentas de simulação SimRWA, OB2S e TONets. - Estudos sobre clusterização em redes de sensores sem fio. - Utilização de técnicas de aprendizado de máquina (machine learning) para a alocação de recursos em redes ópticas.;{"Nome":Aprendizado de máquina para a alocação de recursos em redes ópticas,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Arquiteturas e Protocolos de Redes Ópticas,"Q_Estudantes":3,"Q_Pesquisadores":2}|{"Nome":Planejamento e Otimização de Redes Ópticas,"Q_Estudantes":2,"Q_Pesquisadores":1};{"Nome":Rede Nacional de Ensino e Pesquisa,"Sigla":RNP,"UF":RJ};{"Formação acadêmica":Doutorado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/5203
Grupo de Redes, Arquiteturas, Sistemas Operacionais e Sistemas Embarcados (GRASS);Certificado;2010;Flávio de Oliveira Silva;Universidade Federal de Uberlândia - UFU;Faculdade de Ciências da Computação;Ciências Exatas e da Terra, Ciência da Computação;MG;Este grupo é formado por professores, pesquisadores e estudantes de graduação e pós-graduação, com diversos projetos de pesquisas fomentados por agências de fomento Brasileiras e Estrangeiras (CAPES, CNPQ, FAPEMIG, FAPESP, FP7 e H.2020), com mais de uma centena de trabalhos publicados em periódicos e congressos e participante de várias iniciativas nacionais (RNP, FIBRE etc) e internacionais (EDOBRA, OFELIA, FIWARE etc). Os projetos do grupo versam sobre diversas áreas da computação tais como sistemas escaláveis, arquiteturas de alta disponibilidade, computação pervasiva, computação em nuvem, computação em grade e microeletrônica (FPGA), Games, Defesa e Segurança, entre outros. O grupo leva em conta os desafios e necessidades da sociedade com foco nas aplicações do futuro que contribuirão para transformação digital de nossa sociedade. Estas novas aplicações impões novos requisitos que serão suportados pelas redes do futuro (Future Networks) e ainda com foco na infraestrutura do futuro;{"Nome":Future Applications,"Q_Estudantes":10,"Q_Pesquisadores":14}|{"Nome":Future Infrastructure,"Q_Estudantes":2,"Q_Pesquisadores":11}|{"Nome":Future Internet Architectures,"Q_Estudantes":3,"Q_Pesquisadores":7}|{"Nome":Future Networks,"Q_Estudantes":8,"Q_Pesquisadores":10};{"Nome":Centro de Informática,"Sigla":CIN,"UF":PE}|{"Nome":Departamento de Engenharia de Sistema Eletrônicos,"Sigla":USP,"UF":SP}|{"Nome":Ministério da Ciência, Tecnologia e Inovações,"Sigla":MCTI,"UF":DF}|{"Nome":Instituto Nacional de Telecomunicações,"Sigla":INATEL,"UF":MG}|{"Nome":Departamento de Informática e Matemática Aplicada,"Sigla":UFRN,"UF":RN}|{"Nome":Universidade Federal do Pampa,"Sigla":UNIPAMPA,"UF":RS}|{"Nome":Petrobrás Distribuidora - Matriz,"Sigla":PETROBRAS,"UF":RJ}|{"Nome":Nokia Siemens Networks do Brasil Sistemas de Comunicações,"Sigla":NOKIA SIEMENS,"UF":RJ}|{"Nome":Algar Empreendimentos e Participacões,"Sigla":ALGAR,"UF":MG}|{"Nome":VM9 Tecnologia da Informação,"Sigla":VM9,"UF":RJ}|{"Nome":FUNDACAO PARA INOVACOES TECNOLOGICAS - FITEC,"Sigla":FPITF,"UF":SP}|{"Nome":Departamento de Computação - DComp,"Sigla":UFSCar\DComp,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":26,"Estudantes":7,"Técnicos":0,"Estrangeiros":3,"Total":36}|{"Formação acadêmica":Mestrado,"Pesquisadores":3,"Estudantes":5,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":10,"Técnicos":0,"Estrangeiros":0,"Total":10};http://dgp.cnpq.br/dgp/espelhogrupo/784532
I+SysO;Certificado;2017;Marcos Antônio de Sousa;Pontifícia Universidade Católica de Goiás - PUC GOIÁS;Escola de Engenharia;Engenharias, Engenharia Elétrica;GO;O objetivo do I+SysO (Identification, Modeling and Artificial Intelligence for Systems Optimization - Identificação, Modelagem e Inteligência Artificial para Otimização de Sistemas) é ser reconhecido como um grupo de estudo e desenvolvimento de técnicas avançadas de inteligência artificial para a otimização de sistemas. Os interesses do I+SysO incluem a promoção da pesquisa acadêmica, a formação de recursos humanos e práticas de extensão na Escola de Engenharia da PUC-Goiás, na sua área de atuação, através de parcerias e/ou compromissos assumidos em âmbito regional, nacional e até mesmo internacional. O grupo I+SysO orienta suas ações: - Na formação de graduandos através de Trabalhos/Projetos de Conclusão de Curso. - Na formação complementar de graduandos com o desenvolvimento de planos de trabalho de Iniciação Científica. - Na pesquisa e desenvolvimento de produtos na área de inteligência artificial aplicada a otimização de sistemas.;{"Nome":Inteligência Artificial Aplicada,"Q_Estudantes":5,"Q_Pesquisadores":4}|{"Nome":Modelagem e Otimização de Sistemas,"Q_Estudantes":1,"Q_Pesquisadores":9};;{"Formação acadêmica":Doutorado,"Pesquisadores":9,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":9}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/342231
