Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
Cidades Geointeligentes;Certificado;2019;Fabrizia Gioppo Nunes;Universidade Federal de Goiás - UFG;Instituto de Estudos Sócio-Ambientais;Ciências Exatas e da Terra, Geociências;GO;O grupo de pesquisa, em caráter multidisciplinar, tem como objetivo agrupar os estudos sobre cidades inteligentes com foco na sustentabilidade socioambiental, uso do solo, agentes transformadores, poluição ambiental, mobilidade urbana e internet das coisas como fonte de dados para as análises por geotecnologias/geointeligência. Das diversas atividades em andamento destacam-se 4 projetos de pesquisas, 3 teses de doutorado, uma supervisão pós-doutoral, 1 dissertações de mestrados, 2 trabalhos de iniciação científica do programa PIBIC e, 2 trabalho de conclusão de curso. Como produtos já concluídos é possível encontrar 5 dissertações de mestrado, 1 tese de doutorado e diversos papers (já publicados).;{"Nome":Inteligência artificial, geotecnologias e internet das coisas,"Q_Estudantes":2,"Q_Pesquisadores":4}|{"Nome":Planejamento urbano, uso do solo e mobilidade,"Q_Estudantes":1,"Q_Pesquisadores":5}|{"Nome":Poluição Ambiental,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Sustentabilidade socioambiental,"Q_Estudantes":5,"Q_Pesquisadores":4};{"Nome":Instituto Federal de Educação, Ciência e Tecnologia de Goiás,"Sigla":IFG,"UF":GO}|{"Nome":Instituto de Humanidades, Artes e Ciências do Campus Paulo Freire,"Sigla":IHAC - CPF,"UF":BA};{"Formação acadêmica":Doutorado,"Pesquisadores":8,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":11}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/487717
Cidades Inteligentes;Certificado;2012;Mozart Lemos de Siqueira;Universidade La Salle - Canoas - UNILASALLE;;Ciências Sociais Aplicadas, Ciência da Informação;RS;O grupo surgiu de experiências na temática, principalmente em trabalhos articulados com cursos de graduação da área de TI, estimulando novos pesquisadores a ingressar neste temática. A criação formal do grupo de pesquisa visa aumentar a sinergia e o envolvimento de novos pesquisadores, visando o crescimento da quantidade de pesquisas na área e a ampliação de parcerias formais com instituições de ensino e empresas.Contribuições esperadas incluem o desenvolvimento regional através de ações inovadoras e/ou empreendedoras aplicadas à sustentabilidade urbana, além do engajamento de alunos em projetos de pesquisa (iniciação científica e pós-graduação);{"Nome":Memória e Linguagens Culturais,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Sistemas Inteligentes,"Q_Estudantes":0,"Q_Pesquisadores":4};;{"Formação acadêmica":Doutorado,"Pesquisadores":3,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/39186
CIDENG - Grupo de Pesquisa em Ciência de Dados aplicada à Engenharia;Certificado;2021;Júlia Castro Mendes;Universidade Federal de Ouro Preto - UFOP;;Engenharias, Engenharia Civil;MG;Desde o início do século 21, temos experimentado uma acelerada transformação digital, associada a inovações em todos os aspectos da sociedade e da economia. Esse conjunto de transformação digital incorporado à atividade industrial resultou no conceito de Indústria 4.0, que está promovendo a solução de problemas do mundo real através de ferramentas de inteligência artificial e ciência de dados, como o Aprendizado de Máquina e a Mineração de Dados. Estes temas são novos (com a maioria das publicações partindo de 2015) e extremamente relevantes para o futuro da Engenharia no Brasil e no mundo. Assim, o CIDENG busca utilizar as ferramentas da ciência de dados para resolver problemas relevantes de Engenharia, principalmente nas áreas de Construção Civil, Monitoramento de Estruturas e Geotecnia.;{"Nome":Ciência de dados aplicada ao Monitoramento Dinâmico de Estruturas,"Q_Estudantes":9,"Q_Pesquisadores":4}|{"Nome":Ciência de dados aplicada à Construção Civil,"Q_Estudantes":7,"Q_Pesquisadores":5}|{"Nome":Ciência de dados aplicada à Engenharia de Minas,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Ciência de dados aplicada à Geotecnia,"Q_Estudantes":6,"Q_Pesquisadores":2}|{"Nome":Ciência de dados aplicada à Otimização de Estruturas,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Métodos Computacionais para Engenharia e Ciência de Dados,"Q_Estudantes":0,"Q_Pesquisadores":1};{"Nome":Universidade Federal de Ouro Preto,"Sigla":UFOP,"UF":MG}|{"Nome":Universidade Federal de Juiz de Fora,"Sigla":UFJF,"UF":MG};{"Formação acadêmica":Doutorado,"Pesquisadores":9,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":15}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":7}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":9,"Técnicos":0,"Estrangeiros":0,"Total":9}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/752217
CIDSGAM - Cidade, Direito, Sustentabilidade e Gestão Ambiental;Certificado;2011;Paulo Santos de Almeida;Universidade de São Paulo - USP;Escola de Artes, Ciências e Humanidades;Ciências Sociais Aplicadas, Direito;SP;Este Grupo de Pesquisa terá por escopo desenvolver conhecimento sobre as demandas jurídico-ambientais urbanas e gestão ambiental adjacentes dos instrumentos de desenvolvimento da cidade sustentável em concomitância aos instrumentos da gestão ambiental em função da sustentabilidade.;{"Nome":Análise e modelagem de leis de escala em sistemas urbanos,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Instrumentos jurídico-ambientais urbanos de sustentabilidade,"Q_Estudantes":3,"Q_Pesquisadores":2}|{"Nome":Mudanças Climáticas e Energia,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Participação Social, Governança e Efetividade na Sustentabilidade,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Políticas de Regulação de Emissão de Carbono e Ordenamento Jurídico,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Turismo e Sustentabilidade Socioambiental,"Q_Estudantes":0,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/35449
Ciência da Computação;Certificado;2009;Marta Ines Velazco Fontova;Centro Universitário Campo Limpo Paulista - UNIFACCAMP;Centro Universitário Campo Limpo Paulista;Ciências Exatas e da Terra, Ciência da Computação;SP;;{"Nome":Sistemas de Informação,"Q_Estudantes":10,"Q_Pesquisadores":7}|{"Nome":Técnicas e Modelos da Computação,"Q_Estudantes":15,"Q_Pesquisadores":5};;{"Formação acadêmica":Doutorado,"Pesquisadores":11,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":11}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":19,"Técnicos":0,"Estrangeiros":0,"Total":19};http://dgp.cnpq.br/dgp/espelhogrupo/30848
Ciência de Dados;Certificado;2023;Wandré Nunes de Pinho Veloso;Centro Universitário de Brasília - UniCEUB;;Ciências Exatas e da Terra, Ciência da Computação;DF;Este grupo de pesquisa tem como foco principal os estudos científicos e aplicações computacionais multidisciplinares, principalmente nas áreas de Ciência de Dados, Aprendizado de Máquinas e Inteligência Artificial. Seu principal objetivo é a aplicação de soluções computacionais a problemas de organizações e/ou de pesquisas que demandem análise de dados, especialmente em grandes quantidades e complexos, relacionais ou não, juntamente com a aplicação de técnicas de Engenharia e Ciência de Dados.;{"Nome":Pesquisas e Aplicações em Aprendizado de Máquina,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Pesquisas e Aplicações em Ciências de Dados,"Q_Estudantes":4,"Q_Pesquisadores":3};;{"Formação acadêmica":Doutorado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Especialização,"Pesquisadores":3,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":6};http://dgp.cnpq.br/dgp/espelhogrupo/787330
Ciência de Dados;Certificado;2020;Geraldo Nunes Corrêa;Universidade do Estado de Minas Gerais - UEMG;Unidade Acadêmica Frutal;Ciências Exatas e da Terra, Ciência da Computação;MG;;{"Nome":Desenvolvimento de Abordagens para a Indústria 4.0:,"Q_Estudantes":0,"Q_Pesquisadores":4}|{"Nome":Internet das Coisas e Aplicações Distribuídas,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Sistemas Inteligentes para o Agronegócio,"Q_Estudantes":2,"Q_Pesquisadores":5};{"Nome":Instituto de Ciências Matemáticas e de Computação,"Sigla":ICMC,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/641506
Ciência de Dados Aplicada ao Estudo do Poder Legislativo: abordagem computacional e métodos de análise;Certificado;2016;Fabiano Peruzzo Schwartz;Câmara dos Deputados - CÂMARA FEDERAL;Centro de Formação, Treinamento e Aperfeiçoamento da Câmara dos Deputados;Ciências Exatas e da Terra, Probabilidade e Estatística;DF;O grupo se dedica a explicar fenômenos relacionados à atuação do Poder Legislativo por meio de métodos computacionais e quantitativos aplicados a dados abertos produzidos no âmbito do Poder Legislativo e dos outros poderes. Tem como premissa a reprodutibilidade e a construção de repositórios de dados públicos. A produção abrange estudos relacionados (1) à análise do discurso parlamentar por meio do processamento de linguagem natural (pesquisa de estágio pós-doutoral), (2) à influência da corrupção no sucesso da conversão de proposições em lei, (3) à efetividade da Política de Bandeiras Tarifárias na conta de energia (artigo), (4) à comparação entre os modelos de medição da geografia eleitoral (pesquisa de mestrado), (5) à aplicação da inteligência artificial na tradução de leis e proposições legislativas (pesquisa de mestrado), (6) ao estudo das votações nominais na Câmara dos Deputados sob a teoria dos ciclos eleitorais (capítulo de livro) e (7) ao estudo de dados eleitorais, etc.;{"Nome":Avaliação de políticas públicas,"Q_Estudantes":2,"Q_Pesquisadores":7}|{"Nome":Educação em Ciência de Dados,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Gestão Administrativa, Processos Políticos e Processo Legislativo,"Q_Estudantes":2,"Q_Pesquisadores":9};;{"Formação acadêmica":Doutorado,"Pesquisadores":8,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Mestrado,"Pesquisadores":3,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/9712095383739020
Ciência de Dados e Aplicações Tecnológicas;Certificado;2023;Iuri Emmanuel de Paula Ferreira;Universidade Federal de São Carlos - UFSCAR;Universidade Federal de São Carlos - Campus Lagoa do Sino;Ciências Exatas e da Terra, Probabilidade e Estatística;SP;As aplicações em Ciência dos Dados são crescentes, e o seu impacto na sociedade hoje é imensurável. Hoje, encontramos algoritmos estatísticos ''em produção'' por toda a parte: nos sites de notícias, nas redes sociais, nos carros autônomos, no marketing digital etc. Atualmente, a inteligência artificial tem impactado todas as áreas criativas, e suas diversas aplicações abrem novas possibilidades e nos causam espanto. Nos dias atuais, um volume crescente de dados é gerado, e este volume está aquém das capacidades humanas de processamento e aquisição de conhecimento. Neste contexto, há uma demanda crescente por cientistas de dados. Recentemente, na UFSCar Lagoa do Sino, um grupo multidisciplinar de pesquisadores tem se reunido frequentemente para discutir pautas relacionadas à Ciência de Dados e suas aplicações nas mais diversas áreas do conhecimento.;{"Nome":Aprendizagem de máquinas e aplicações,"Q_Estudantes":0,"Q_Pesquisadores":4}|{"Nome":Modelagem Estatística em Ciências Ambientais e Ecologia,"Q_Estudantes":7,"Q_Pesquisadores":5}|{"Nome":Vieses e Processos de Tomada de Decisão,"Q_Estudantes":0,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":7,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":7}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":7,"Técnicos":0,"Estrangeiros":0,"Total":7};http://dgp.cnpq.br/dgp/espelhogrupo/0733824715788777
CIÊNCIA E TECNOLOGIA DOS MATERIAIS;Certificado - Não-atualizado há mais de 12 meses;2017;Cleide Vieira ;Universidade do Estado de Santa Catarina - UDESC;Pró-Reitoria de Pesquisa e Pós-Graduação;Engenharias, Engenharia de Produção;SC;O objetivo do grupo é investigar o comportamento da fadiga nos materiais sob carregamento torcional. Os estudos científicos serão fundamentados com base nas linhas de pesquisa, por meio experimental e pelo método de Elementos Finitos. A partir das investigações, espera-se contribuir para a comunidade científica e tecnológica.;{"Nome":Análise de Fadiga nos Materiais,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Metrologia,"Q_Estudantes":3,"Q_Pesquisadores":1}|{"Nome":Método de Elementos Finitos,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Propriedades Mecânicas,"Q_Estudantes":3,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":3,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":3,"Técnicos":1,"Estrangeiros":0,"Total":4};http://dgp.cnpq.br/dgp/espelhogrupo/288284
CIÊNCIAS COMPUTACIONAIS APLICADAS;Certificado;2014;Itamar Iliuk;Universidade Tecnológica Federal do Paraná - UTFPR;Campus Ponta Grossa;Ciências Exatas e da Terra, Ciência da Computação;PR;O grupo de pesquisa Ciências Computacionais Aplicadas (C2A) da UTFPR/SH baseia-se em uma abordagem fortemente multidisciplinar para realizar estudos com o objetivo de oferecer soluções para atender a necessidade de diversas áreas do conhecimento. As linhas de pesquisa integrantes no grupo: Inteligência e Matemática Computacional, Controle e Automação, Sistemas Embarcados e Robótica, Sistemas de Software, e Visão Computacional, Processamento de Imagens e Reconhecimento de Padrões, têm como objetivo a coparticipação mútua visando suprir as necessidades das pesquisas realizadas pelo grupo, que têm por premissa ser práticas e proporcionar diferenças impactantes ao ambiente onde serão aplicadas.;{"Nome":CONTROLE E AUTOMAÇÃO, SISTEMAS EMBARCADOS E ROBÓTICA,"Q_Estudantes":3,"Q_Pesquisadores":2}|{"Nome":INTELIGÊNCIA E MATEMÁTICA COMPUTACIONAL,"Q_Estudantes":0,"Q_Pesquisadores":8}|{"Nome":SISTEMAS DE SOFTWARE,"Q_Estudantes":0,"Q_Pesquisadores":5}|{"Nome":VISÃO COMPUTACIONAL, PROCESSAMENTO DE IMAGENS E RECONHECIMENTO DE PADRÕES,"Q_Estudantes":2,"Q_Pesquisadores":3};;{"Formação acadêmica":Doutorado,"Pesquisadores":10,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":10}|{"Formação acadêmica":Mestrado,"Pesquisadores":3,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":5,"Técnicos":1,"Estrangeiros":0,"Total":6};http://dgp.cnpq.br/dgp/espelhogrupo/64387
Ciências da Vida em Pesquisa - CViP;Certificado;2016;Patrick Zawadzki;Universidade do Oeste de Santa Catarina - UNOESC;FUNOESC;Ciências da Saúde, Educação Física;SC;O CViP possui como missão desenvolver trabalhos interdisciplinares entre as áreas da Educação Física, Piscologia, Engenharia da Computação, Sistemas da Informação e Administração nos diferentes níveis acadêmicos, e principalmente, promovendo o desenvolvimento da tecnologia com vistas à inovação nas ciências da vida.;{"Nome":Atividade Física e Saúde,"Q_Estudantes":0,"Q_Pesquisadores":5}|{"Nome":Engenharia biomédica aplicada à ciências da vida,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Estratégia e Competitividade,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Estudos em pedagogia,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Estudos em Psicofisiologia do Exercício,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Formação de Recursos Humanos em Educação Especial,"Q_Estudantes":0,"Q_Pesquisadores":5}|{"Nome":Inteligência Artificial em Ciências da Saúde,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Pedagogia da Educação Física,"Q_Estudantes":0,"Q_Pesquisadores":6}|{"Nome":Processos comportamentais e desenvolvimento humano,"Q_Estudantes":2,"Q_Pesquisadores":6}|{"Nome":Produção social do estigma: minorias, cultura e educação,"Q_Estudantes":0,"Q_Pesquisadores":5}|{"Nome":Sistemas de informação aplicados à Psicologia e Educação Física,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sustentabilidade, Empreendedorismo e Dinâmicas Territoriais,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Tecnologia aplicada à educação em ciências da vida,"Q_Estudantes":0,"Q_Pesquisadores":3};;{"Formação acadêmica":Doutorado,"Pesquisadores":6,"Estudantes":0,"Técnicos":0,"Estrangeiros":1,"Total":7}|{"Formação acadêmica":Mestrado,"Pesquisadores":9,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":9}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/307905
Ciências Exatas Aplicadas;Certificado;2017;Guilherme Alvaro Rodrigues Maia Esmeraldo;Instituto Federal do Ceará - IFCE;Instituto Federal do Ceará - Campus Crato;Ciências Exatas e da Terra, Ciência da Computação;CE;O Grupo de Pesquisa em Ciências Exatas Aplicadas (GCEA) é uma iniciativa interdisciplinar que tem o Laboratório de Sistemas Embarcados e Distribuídos (LEDS), do Instituto Federal do Ceará campus Crato, como laboratório de apoio. O GCEA busca incentivar a pesquisa entre os estudantes, integrar os projetos realizados no campus e aplicar na prática o conhecimento teórico que envolve as ciências exatas. Nesse sentido, o grupo tem atuado nas áreas de: (1) Análise e Modelagem Matemática e Estatística, (2) Aplicações em Robótica, (3) Desenvolvimento Sustentável, (4) Aplicações da Robótica, (5) Projetos de Sistemas Embarcados, (6) Tecnologias Educacionais, (7) Computação de Alto Desempenho.;{"Nome":Inteligência Artificial,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Análise e Modelagem Estatística,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Desenvolvimento Regional Sustentável,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Resolução de Problemas de Equações Diofantinas,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Distribuídos,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Sistemas Embarcados,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Sistemas Sustentáveis de Aproveitamento Energético,"Q_Estudantes":0,"Q_Pesquisadores":1};{"Nome":Departamento de Informática,"Sigla":UFPE,"UF":PE}|{"Nome":Escola Técnica Federal de Sergipe,"Sigla":ETFS,"UF":SE}|{"Nome":Universidade Federal do Cariri,"Sigla":UFCA,"UF":CE};{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Mestrado,"Pesquisadores":3,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":3,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Graduação,"Pesquisadores":1,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/31682
Cirurgia Geral e Transplante de fígado;Excluído;2019;Luiz Eduardo Correia Miranda ;Universidade de Pernambuco - UPE;Conselho de Ensino, Pesquisa e Extensão;Ciências da Saúde, Medicina;PE;O grupo apenas suporta o programa de pós graduação da Universidade de Pernambuco e a iniciação científica de Estudantes da Universidade.;{"Nome":Brain Drain,"Q_Estudantes":3,"Q_Pesquisadores":1}|{"Nome":Cirurgia Geral,"Q_Estudantes":5,"Q_Pesquisadores":1}|{"Nome":gastrostomia endoscópica,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Inteligência artificial,"Q_Estudantes":3,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/554862
COMPANAT - Computação Natural e Paralela - Guarapuava;Certificado;2013;Carolina Paula de Almeida;Universidade Estadual do Centro-Oeste - UNICENTRO;;Ciências Exatas e da Terra, Ciência da Computação;PR;Dentre os trabalhos do grupo, o seguinte artigo recebeu menção honrosa no Brazilian Conference on Intelligent Systems (BRACIS/SBRN 2012): VENSKE, S. M. G. S. , GONÇALVES, R. A. , DELGADO M. R. . ADEMO/D: Adaptive Differential Evolution for Multiobjective Problem. In: Brazilian Conference on Neural Networks, 2012, Curitiba. Proceeding of SBRN 2012, 2012. p. 226-231. Classificação entre os 3 finalistas de doutorado do Concurso de Teses e Dissertações no Congresso Brasileiro de Inteligência Computacional (CBIC-2015), Sociedade Brasileira de Inteligência Computacional. 3o Lugar na classificação de melhores artigos do Encontro Nacional de Inteligência Artificial e Computacional - ENIAC 2021, Trilha da Graduação, Sociedade Brasileira de Computação - SBC com o trabalho de Iniciação Científica do aluno Carlos Pohlod;{"Nome":Análise e Estudo das Técnicas de Aprendizado de Máquina,"Q_Estudantes":15,"Q_Pesquisadores":2}|{"Nome":Bioinformática,"Q_Estudantes":3,"Q_Pesquisadores":4}|{"Nome":Otimização,"Q_Estudantes":8,"Q_Pesquisadores":5}|{"Nome":Programação Paralela,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":Sistemas Inteligentes,"Q_Estudantes":21,"Q_Pesquisadores":5};{"Nome":Campus Curitiba,"Sigla":UTFPR/CT,"UF":PR};{"Formação acadêmica":Doutorado,"Pesquisadores":5,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":22,"Técnicos":0,"Estrangeiros":0,"Total":22}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/6451070001521790
Comportamento e Projeto de Estruturas de Aço e Mistas;Certificado;1994;Luciano Rodrigues Ornelas de Lima;Universidade do Estado do Rio de Janeiro - UERJ;Departamento de Estruturas e Fundações;Engenharias, Engenharia Civil;RJ;Este grupo de pesquisa tem como um de seus principais objetivos demonstrar a utilização de estruturas de aço e mistas na construção civil como uma alternativa economicamente viável. O desenvolvimento do projeto estrutural aliado a técnicas construtivas é uma conseqüência lógica desta pesquisa, a qual só será possível com um melhor entendimento do comportamento dos diversos membros que compõem a estrutura global. Pretende-se portanto dinamizar a formação de uma nova geração de engenheiros, mestres e doutores familiarizados com o seu comportamento. Os engenheiros que estarão ingressando no mercado de trabalho serão exigidos cada vez mais em atividades interdisciplinares. Por outro lado, a indústria da construção para poder competir a nível internacional requer uma inovação geral de seus processos à luz de sistemas computacionais integrados. Dissertações de mestrado já estão sendo orientadas na UERJ e vem tendo prosseguimento com subsequentes orientações de teses de doutorado.;{"Nome":Avaliação da Segurança de Estruturas Civis e Instalações Industriais utilizando Técnicas de Confiabilidade e Inteligência Artificial,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Colunas Estaiadas e Protendidas,"Q_Estudantes":2,"Q_Pesquisadores":5}|{"Nome":Comportamento de Elementos Estruturais em Aço Inoxidável,"Q_Estudantes":12,"Q_Pesquisadores":9}|{"Nome":Comportamento e Projeto de Ligações Soldadas entre Perfis Tubulares,"Q_Estudantes":4,"Q_Pesquisadores":4}|{"Nome":Ligações Semirrígidas,"Q_Estudantes":1,"Q_Pesquisadores":5}|{"Nome":Sistemas Estruturais Mistos para Edificações Residenciais e Comerciais,"Q_Estudantes":7,"Q_Pesquisadores":8};{"Nome":Ecole Polytechnique Fédérale de Lausanne,"Sigla":EPFL,"UF":}|{"Nome":Universidade de Coimbra,"Sigla":UC,"UF":}|{"Nome":Pontifícia Universidade Católica do Rio de Janeiro,"Sigla":PUC-Rio,"UF":RJ}|{"Nome":Imperial College London - South Kensington Campus,"Sigla":ICL,"UF":};{"Formação acadêmica":Doutorado,"Pesquisadores":12,"Estudantes":8,"Técnicos":0,"Estrangeiros":0,"Total":20}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":10,"Técnicos":0,"Estrangeiros":1,"Total":11};http://dgp.cnpq.br/dgp/espelhogrupo/378971
