Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
GPTEC - Grupo de Pesquisa em Tecnologias Eletroeletrônicas e Computacionais;Certificado - Não-atualizado há mais de 12 meses;2019;Leonardo Bandeira Soares ;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul - IFRS;IFRS - Campus Rio Grande;Engenharias, Engenharia Elétrica;RS;O GPTEC - Grupo de Pesquisa em Tecnologias Eletroeletrônicas e Computacionais possui a perspectiva de repercussão envolvendo tópicos emergentes do escopo da Engenharia Elétrica e Ciência da Computação tais como: indústria 4.0, smart grids, eficiência energética, energias renováveis, inteligência artificial e processamento digital de sinais. Esperam-se resultados que possibilitem desenvolvimento regional, formação de recursos humanos com capacitação para os atuais e futuros contextos tecnológicos, possível registro de propriedade intelectual e consolidação de contribuições científicas.;{"Nome":Projeto de Sistemas para a Indústria 4.0,"Q_Estudantes":15,"Q_Pesquisadores":8};;{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Mestrado,"Pesquisadores":3,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Especialização,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":7,"Técnicos":0,"Estrangeiros":0,"Total":7}|{"Formação acadêmica":Ensino Profissional de nível técnico,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Ensino Médio (2o grau),"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/524679
GREPET (Grupo de Pesquisa em Inovação de Recursos Didáticos, Produtos Educacionais e Tecnológicos);Certificado;2021;Sandro César Silveira Jucá;Instituto Federal do Ceará - IFCE;Instituto Federal do Ceará - Campus Fortaleza;Outra, Divulgação Científica;CE;Esse grupo de pesquisa propõe desenvolver, otimizar e divulgar um acervo progressivo de trabalhos científicos, materiais didáticos, produtos educacionais e tecnológicos para apoio à pesquisa, à capacitação e ao desenvolvimento científico, tecnológico, artístico e cultural com acesso livre e gratuito. O desenvolvimento dos produtos já inseridos no acervo progressivo do grupo conta com a colaboração de pesquisadores, professores, servidores e estudantes de pós-graduação do IFCE, da UFC, da UNILAB, da Universidad de Cádiz na Espanha, entre outras, bem como profissionais e colaboradores de outras instituições que contribuem continuamente para o desenvolvimento e otimização de projetos e produtos visando contribuir para processos de Ensino, para a Educação a Distância (EAD) e para o desenvolvimento científico, tecnológico, artístico e cultural.;{"Nome":Gestão de projetos interdisciplinares e Metodologias Ágeis aplicadas ao Ensino profissionalizante,"Q_Estudantes":0,"Q_Pesquisadores":4}|{"Nome":Abordagem sistêmica comunitária,"Q_Estudantes":0,"Q_Pesquisadores":6}|{"Nome":Acessibilidade, Tecnologias Assistivas e Inclusão,"Q_Estudantes":0,"Q_Pesquisadores":5}|{"Nome":Aplicações de realidade virtual e aumentada em ensino,"Q_Estudantes":0,"Q_Pesquisadores":6}|{"Nome":Metodologias ativas e de avaliação aplicadas em Ensino,"Q_Estudantes":2,"Q_Pesquisadores":5}|{"Nome":Monitoramento e controle IoT de fontes renováveis de energia,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Produção, divulgação e uso de produtos educacionais e tecnológicos,"Q_Estudantes":0,"Q_Pesquisadores":16}|{"Nome":Ética e Bioética em Pesquisa no Ensino de Ciências e Engenharias,"Q_Estudantes":0,"Q_Pesquisadores":4};{"Nome":Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"Sigla":UNILAB,"UF":CE};{"Formação acadêmica":Doutorado,"Pesquisadores":9,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":9}|{"Formação acadêmica":Mestrado,"Pesquisadores":9,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":9}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":8,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Especialização,"Pesquisadores":8,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/766481
Group of Ergonomics and New Tools;Certificado;2020;Jonhatan Magno Norte da Silva;Universidade Federal de Alagoas - UFAL;Universidade Federal de Alagoas - Campus Sertão;Engenharias, Engenharia de Produção;AL;;{"Nome":Ergonomia, Segurança do Trabalho e Indústria 4.0,"Q_Estudantes":13,"Q_Pesquisadores":5}|{"Nome":Ergonomia, segurança e trabalho,"Q_Estudantes":8,"Q_Pesquisadores":4}|{"Nome":Projeto de posto de trabalho e sistemas produtivos,"Q_Estudantes":9,"Q_Pesquisadores":5}|{"Nome":Riscos e métodos computacionais,"Q_Estudantes":9,"Q_Pesquisadores":6}|{"Nome":Variáveis ambientais e desempenho humano,"Q_Estudantes":8,"Q_Pesquisadores":6};{"Nome":Departamento de Engenharia de Produção,"Sigla":UFPE,"UF":PE}|{"Nome":Departamento de Estatística e Informática,"Sigla":UFPB,"UF":PB}|{"Nome":Departamento de Engenharia de Produção,"Sigla":UFPB,"UF":PB}|{"Nome":Departamento de Psicologia,"Sigla":UFPB,"UF":PB}|{"Nome":Centro de Tecnologia,"Sigla":UFRN,"UF":RN}|{"Nome":Universidade Federal do Vale do São Francisco,"Sigla":UNIVASF,"UF":PE};{"Formação acadêmica":Doutorado,"Pesquisadores":5,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":9}|{"Formação acadêmica":Mestrado,"Pesquisadores":3,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Ensino Médio (2o grau),"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/614326
Grupo de Computação apliCada;Certificado;2018;Maicon Aparecido Sartin;Universidade do Estado de Mato Grosso - UNEMAT;;Ciências Exatas e da Terra, Ciência da Computação;MT;Os membros do grupo GCC, em sua maioria, são profissionais com titulação de mestrado e doutorado em diferentes instituições de ensino com grande potencial de produção científica e tecnológica. Essa diversidade, traz uma grande multidisciplinariedade principalmente dentro das grandes áreas de Ciência da Computação e Engenharias IV, projetando um grande potencial tecnológico na região. Vale ressaltar, que diversos docentes do GCC têm experiência no desenvolvimento de projetos de pesquisa, com vigência atual, em agências de fomento como na FAPEMAT e na CAPES, existem também, demais projetos institucionalizados na própria instituição (UNEMAT). Dentre os projetos e demais pesquisas, diversos tipos de produções científicas foram constituídas como: TCC, monografias, Iniciação Científica, artigos científicos, etc. As produções científicas foram no âmbito local, regional, nacional e internacional, além de muitas estarem qualificadas pela CAPES (Qualis).;{"Nome":Sistemas Computacionais,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":Sistemas Inteligentes,"Q_Estudantes":5,"Q_Pesquisadores":8}|{"Nome":Tecnologias Emergentes,"Q_Estudantes":2,"Q_Pesquisadores":8};{"Nome":Universidade Estadual Paulista Júlio de Mesquita Filho,"Sigla":UNESP,"UF":SP}|{"Nome":Universidade Federal de Catalão,"Sigla":UFCAT,"UF":GO};{"Formação acadêmica":Doutorado,"Pesquisadores":8,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":7,"Técnicos":0,"Estrangeiros":0,"Total":7}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/318064
Grupo de Estudos e Pesquisas em Educação Matemática do Espírito Santo - GEPEM-ES;Certificado;2010;Maria Auxiliadora Vilela Paiva;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo - IFES;Instituto Federal do Espírito Santo - Campus Vitória;Ciências Humanas, Educação;ES;Formação de professores de matemática, Produção de materiais didáticos, Produção de artigos científicos, Formação de estudantes de Licenciatura em Matemática com projetos de iniciação científica, Formação de mestres e doutores no Programa de Pós Graduação em Educação em Ciências e Matemática - EDUCIMAT.;{"Nome":Formação inicial de continuada de professores que ensinam Matemática,"Q_Estudantes":4,"Q_Pesquisadores":3}|{"Nome":Práticas Pedagógicas em Educação Matemática,"Q_Estudantes":3,"Q_Pesquisadores":2}|{"Nome":Tecnologias Digitais em Educação Matemática,"Q_Estudantes":0,"Q_Pesquisadores":2};;{"Formação acadêmica":Doutorado,"Pesquisadores":3,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":2,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/34509
Grupo de Inteligência Computacional Aplicada;Certificado;2014;Silvia Grasiella Moreira Almeida;Instituto Federal Minas Gerais - IFMG;Instituto Federal Minas Gerais - Campus Ouro Preto;Engenharias, Engenharia Elétrica;MG;O presente grupo de pesquisa tem como objetivo envolver pesquisadores das áreas de otimização, reconhecimento de padrões, computação, visão computacional, ciência de dados, entre outros, com o objetivo de solucionar problemas relativos à inteligência computacional aplicada. Pretende-se baratear, alterar ou mesmo aumentar o desempenho de processos tecnológicos nos quais o uso de algoritmos e processos de inteligência artificial sejam possíveis. Todas as linhas de pesquisa são relacionadas entre si, com interfaces entre os pesquisadores a partir de suas linhas de atuação.;{"Nome":Modelagem, Otimização e Simulação Computacional de Sistemas e Processos,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":Análise e Desenvolvimento de Material Didático Digital,"Q_Estudantes":1,"Q_Pesquisadores":3}|{"Nome":Deep Learning (Aprendizado Profundo),"Q_Estudantes":1,"Q_Pesquisadores":6}|{"Nome":Internet das Coisas - IoT,"Q_Estudantes":0,"Q_Pesquisadores":4}|{"Nome":Robótica,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Tecnologia Assistiva,"Q_Estudantes":1,"Q_Pesquisadores":3};{"Nome":Departamento de Engenharia Elétrica,"Sigla":UFMG,"UF":MG};{"Formação acadêmica":Doutorado,"Pesquisadores":8,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":9}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":1,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/69996
Grupo de Interfaces e Visualização;Certificado - Não-atualizado há mais de 12 meses;1997;Jose Remo Ferreira Brega ;Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP;Departamento de Computação;Ciências Exatas e da Terra, Ciência da Computação;SP;São desenvolvidas pesquisas relacionadas as áreas de Interfaces e Visualização. Na área de Interfaces grande ênfase é dada ao trabalho com interfaces não convencionais e equipamentos para realização de imersão, navegação e interação em ambientes sintéticos gerados por computador. Já para a Visualização, além de grandes conjuntos de dados também é possível a composição e sobreposição em ambientes reais e virtuais com objetos virtuais 2D e 3D. No momento o laboratório está envolvido com a utilização e o desenvolvimento das tecnologias envolvidas nas duas áreas, Em relação a sua estrutura, atualmente o laboratório está localizado em um prédio próprio de 50m2 com alguns equipamentos do tipo PC e um Sistema Avançado de Visualização em uma sala cedida pela Faculdade de Ciências de aproximadamente 30m2. Os equipamentos principais deste sistema são: 6 computadores do tipo I7, 6 projetores do W1000(Benq) e um switch 3com 4500G, 24p.;{"Nome":Realidade Combinada,"Q_Estudantes":4,"Q_Pesquisadores":4}|{"Nome":Realidade Virtual,"Q_Estudantes":1,"Q_Pesquisadores":7}|{"Nome":Visualização de Informações,"Q_Estudantes":4,"Q_Pesquisadores":2};;{"Formação acadêmica":Doutorado,"Pesquisadores":7,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":5,"Técnicos":0,"Estrangeiros":0,"Total":5};http://dgp.cnpq.br/dgp/espelhogrupo/24451
Grupo de Neurofísica;Certificado;2005;Gabriela Castellano;Universidade Estadual de Campinas - UNICAMP;Departamento de Cronologia, Raios Cósmicos, Altas Energias e Léptons;Ciências Exatas e da Terra, Física;SP;https://www.unicamp.br/unicamp/ju/664/metodo-explora-relacao-entre-fluxo-sanguineo-e-atividade-cerebral https://www.unicamp.br/unicamp/ju/624/tecnica-e-canal-de-interacao-entre-luz-e-tecidos-do-corpo-humano http://optics.org/news/6/3/33 https://revistapesquisa.fapesp.br/2013/11/18/jogos-da-reabilitacao/ http://www.usp.br/espacoaberto/?materia=tecnologia-pode-ser-aliada-da-saude http://oxigenio.comciencia.br/fisioterapia-realidade-virtual-avc/ https://www.osapublishing.org/spotlight/summary.cfm?URI=boe-1-1-324 https://blogs.scientificamerican.com/guest-blog/find-your-voice-unlocking-the-mysteries-of-stuttering/ https://www.youtube.com/watch?v=_GDfwxNy7aI#action=share (portal R7) https://www.youtube.com/watch?v=l6kAPb0Q9qA (BRAINN_VR Symp) https://g1.globo.com/sp/campinas-regiao/noticia/games-viram-aliados-em-tratamento-na-unicamp-a-pacientes-que-sofreram-avc.ghtml http://agencia.fapesp.br/virtual-reality-videogames-and-robots-as-tools-in-physical-rehabilitation/25298/;{"Nome":Desenvolvimento de instrumentação para medicina,"Q_Estudantes":3,"Q_Pesquisadores":1}|{"Nome":Estudo e desenvolvimento de instrumentação voltada para tecnologias assistivas e de reabilitação,"Q_Estudantes":5,"Q_Pesquisadores":5}|{"Nome":Neurociência da cognição,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Neurociência do cérebro saudável e patológico,"Q_Estudantes":10,"Q_Pesquisadores":5};{"Nome":University of Pennsylvania,"Sigla":UPENN,"UF":}|{"Nome":Universidade Presbiteriana Mackenzie,"Sigla":MACKENZIE,"UF":SP}|{"Nome":Institut de Ciències Fotòniques,"Sigla":ICFo,"UF":};{"Formação acadêmica":Doutorado,"Pesquisadores":7,"Estudantes":7,"Técnicos":1,"Estrangeiros":0,"Total":15}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":8,"Técnicos":0,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/497957
Grupo de Pesquisa e Desenvolvimento em Tecnologias para Inovação Pedagógica;Certificado - Não-atualizado há mais de 12 meses;2010;Cláudio Lúcio Mendes ;Universidade Federal de Lavras - UFLA;Departamento de Educação;Ciências Humanas, Educação;MG;Grupo multidisciplinar que pesquisa, propõe e experimenta processos educativos mediados por tecnologias digitais e a difusão do conhecimento produzido como forma de promover a inovação da prática pedagógica no contexto escolar. São objetos de nossas pesquisas as formas de utilização de recursos tecnológicos no ensino-aprendizagem. Outro foco é a avaliação e o desenvolvimento de recursos didáticos e materiais destinados ao ensino de conteúdos curriculares da educação básica e de cursos superiores. Trabalhos dos professores envolvidos no grupo de pesquisa já foram publicados, expostos em eventos científicos, contribuindo para o debate e para a consolidação de algumas idéias sobre as linhas de pesquisa. Alguns trabalhos já se tornaram capítulos de livros. O grupo possui projeto aprovado no edital Chamada Universal MCTIC/CNPq n. 28/2018, que fomentará a criação do laboratório de práticas pedagógicas que integra o projeto Hefesto (informações: http://www.nucleoestudo.ufla.br/hefesto);{"Nome":Ambientes Virtuais e Aprendizagem,"Q_Estudantes":1,"Q_Pesquisadores":4}|{"Nome":Ensino-Aprendizagem mediado pelas tecnologias - formação de professores,"Q_Estudantes":8,"Q_Pesquisadores":5}|{"Nome":Informática aplicada a Educação,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Material Didático e Educação a Distância,"Q_Estudantes":0,"Q_Pesquisadores":3};{"Nome":Faculdade Presbiteriana GAMMON,"Sigla":FAGAMMON,"UF":MG}|{"Nome":Departamento de Educação,"Sigla":UFLA,"UF":MG};{"Formação acadêmica":Doutorado,"Pesquisadores":5,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":0,"Estudantes":3,"Técnicos":1,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":5,"Técnicos":0,"Estrangeiros":0,"Total":5};http://dgp.cnpq.br/dgp/espelhogrupo/32084
Grupo de Pesquisa em Engenharia de Software Aplicada;Certificado;2007;Francisco Petrônio Alencar de Medeiros;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB - IFPB;IFPB - Campus João Pessoa;Ciências Exatas e da Terra, Ciência da Computação;PB;O trabalho deste grupo tem como objetivo principal estimular a formação de pesquisadores (docentes, discentes, técnicos administrativos e colaboradores externos) e a integração do ensino as atividades de pesquisa, inovação e extensão em projetos interdisciplinares aplicados, com a introdução de novidade ou aperfeiçoamento no ambiente produtivo, possibilitando gerar novos produtos, processos ou serviços na área de Engenharia de Software, consolidando as linhas e grupos de pesquisa no IFPB.;{"Nome":Ambiente de Boas Práticas Reconfiguráveis em Engenharia de Software,"Q_Estudantes":21,"Q_Pesquisadores":14}|{"Nome":Aprendizagem de Máquina para Classificação e Predição no Contexto de Informática na Educação,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Boas Práticas em Gerenciamento de Projetos de Software,"Q_Estudantes":12,"Q_Pesquisadores":6}|{"Nome":Boas Práticas em Processos de Desenvolvimento de Software,"Q_Estudantes":10,"Q_Pesquisadores":11}|{"Nome":CSCW - Trabalho Colaborativo Apoiado por Computadores,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Gestão da Arquitetura Empresarial/Corporativa,"Q_Estudantes":4,"Q_Pesquisadores":2}|{"Nome":Metaverso, Realidade Virtual e Realidade Aumentada,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Metodologias de Aprendizagem Ativa para o Processo de Ensino e Aprendizagem em Ciência da Computação,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":SIEP Gerencial,"Q_Estudantes":5,"Q_Pesquisadores":5}|{"Nome":Technology-enhanced Learning (Aprendizagem melhorada por Tecnologias),"Q_Estudantes":0,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":13,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":14}|{"Formação acadêmica":Mestrado,"Pesquisadores":6,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":0,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":MBA,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":17,"Técnicos":0,"Estrangeiros":0,"Total":17}|{"Formação acadêmica":Ensino Profissional de nível técnico,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":18,"Técnicos":0,"Estrangeiros":0,"Total":18};http://dgp.cnpq.br/dgp/espelhogrupo/0686408453733553
Grupo de Pesquisa em Indústria 4.0;Certificado;2018;Orivaldo Vieira de Santana Júnior;Universidade Federal do Rio Grande do Norte - UFRN;;Ciências Exatas e da Terra, Ciência da Computação;RN;;{"Nome":Ciência de Dados Aplicada,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Ciência de Dados Educacionais,"Q_Estudantes":5,"Q_Pesquisadores":2}|{"Nome":Internet das Coisas - IoT,"Q_Estudantes":0,"Q_Pesquisadores":4}|{"Nome":Otimização de processos com aprendizado de máquina,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":Prototipagem rápida e impressão 3d,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Realidade Aumentada,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Robôs Autônomos Inteligentes,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Ciberfísicos,"Q_Estudantes":0,"Q_Pesquisadores":4}|{"Nome":Sistemas eletrônicos embarcados,"Q_Estudantes":0,"Q_Pesquisadores":3};;{"Formação acadêmica":Doutorado,"Pesquisadores":10,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":10}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":0,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/361630
Grupo de Pesquisa em Inteligência Computacional e Tecnologia Naval (GICNAV);Certificado;2021;Miércio Cardoso de Alcântara Neto;Universidade Federal do Pará - UFPA;;Engenharias, Engenharia Naval e Oceânica;PA;O grupo tem como escopo o estudo e desenvolvimento de técnicas de otimização computacional a partir do emprego da Inteligência Computacional (IC): Inteligência Artificial (IA) e Algoritmos Evolutivos (heurísticos e meta-heurísticos), aplicadas à otimiza de processos, sistemas e projetos da Engenharia Naval e Oceânica, especificamente, para otimização de problemas e desenvolvimento da tecnologia Naval para a região amazônica. O grupo também desenvolve pesquisas e projetos voltados à interação entre o mundo real e o mundo virtual a partir da realidade aumentada. Esta tecnologia faz parte do contexto da Indústria 4.0 e diz respeito a um ambiente de imersão criado por meio de ferramentas computacionais no qual o usuário realiza determinadas tarefas. Os resultados das pesquisas do grupo são divulgados nacional e internacionalmente através de periódicos qualificados, congressos, conferências, palestras e treinamentos especializados.;{"Nome":Construção Naval,"Q_Estudantes":0,"Q_Pesquisadores":8}|{"Nome":Desenvolvimento do transporte aquaviário,"Q_Estudantes":1,"Q_Pesquisadores":6}|{"Nome":Inteligência Computacional (IC),"Q_Estudantes":7,"Q_Pesquisadores":7};;{"Formação acadêmica":Doutorado,"Pesquisadores":11,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":13}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/1625649498520333
Grupo de Pesquisa em Jornalismo e Mobilidade - MOBJOR;Certificado;2014;Fernando Firmino da Silva;Universidade Estadual da Paraíba - UEPB;Centro de Ciências Sociais e Aplicadas;Ciências Sociais Aplicadas, Comunicação;PB;Grupo de Pesquisa em Jornalismo e Mobilidade - MOBJOR constitui-se de grupo inovador que aglutina pesquisadores e estudantes em torno de pesquisas e estudos sobre a relação jornalismo e mobilidade a partir da perspectiva das tecnologias móveis digitais (tablets, smartphones, smartwatch, RV, RA) e do paradigma da mobilidade contemporânea dentro de um contexto de convergência jornalística e multiplataformas e de um ecossistema móvel. O Grupo tem por objetivo: 1) desenvolver estudos e metodologias para análise de fenômenos da mobilidade informacional aplicada ao jornalismo, 2) capacitar alunos e pesquisadores para o desenvolvimento de pesquisas avançadas no campo da comunicação móvel em nível de graduação e de pós-graduação, 3) propor o desenvolvimento de aplicativos e sistemas para dispositivos móveis via laboratório de pesquisa da mobilidade, tecnologia e inovação, 4) estabelecer parcerias nacionais e internacionais para estudos e projetos e intercâmbios de pesquisadores.;{"Nome":Cibercultura e redes sociais,"Q_Estudantes":3,"Q_Pesquisadores":14}|{"Nome":cidades inteligentes, tecnologia e inovação,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Jornalismo digital,"Q_Estudantes":3,"Q_Pesquisadores":9}|{"Nome":Jornalismo móvel,"Q_Estudantes":4,"Q_Pesquisadores":10}|{"Nome":Tecnologias de Imersão,"Q_Estudantes":1,"Q_Pesquisadores":1};{"Nome":Universidade Federal da Bahia,"Sigla":UFBA,"UF":BA};{"Formação acadêmica":Doutorado,"Pesquisadores":7,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":7}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":3,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Graduação,"Pesquisadores":3,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/47425
