Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
Grupo de Pesquisa em Redes e Computação Distribuída - GPRCom;Certificado;2006;Ricardo José Paiva de Britto Salgueiro;Universidade Federal de Sergipe - UFS;Departamento de Computação;Ciências Exatas e da Terra, Ciência da Computação;SE;O Grupo de Pesquisa em Redes e Computação Distribuída (GRPCom) objetiva desenvolver pesquisas na área de ¿Redes de Computadores e Sistemas Distribuídos¿ abordando as abstrações e técnicas para a garantia de qualidade de serviço em Redes, Sistemas Distribuídos e Sistemas para Web. As ações desenvolvidas estão voltadas para a investigação e o uso de técnicas para o desenvolvimento de sistemas móveis e ubíquos com objetivo de se alcançar níveis satisfatórios de eficiência, facilidade de expansão e interoperabilidade dos sistemas projetados. Mais especificamente, os temas de pesquisa envolvem: engenharia de sistemas para web, modelagem e avaliação de desempenho de redes de computadores, tecnologias para a Internet do Futuro, tais como Redes Definidas por Software (SDN) e Internet das Coisas (IoT), Computação em Nuvem, Comunicação e Aplicações de Sistemas Embarcados e Segurança em Sistemas Computacionais.;{"Nome":Desenvolvimento de Sistemas para Web,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":QoS em Redes e Sistemas Distribuídos,"Q_Estudantes":8,"Q_Pesquisadores":4}|{"Nome":Serviços e Aplicações de Computação Móvel e Ubíqua,"Q_Estudantes":15,"Q_Pesquisadores":7};{"Nome":Pyxis Tecnologia,"Sigla":PYXIS,"UF":SE}|{"Nome":SWX Softwares,"Sigla":SWX,"UF":SE}|{"Nome":BK Telecomunicações Ltda,"Sigla":BK Telecom,"UF":SE};{"Formação acadêmica":Doutorado,"Pesquisadores":10,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":12}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":10,"Técnicos":0,"Estrangeiros":0,"Total":10}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":10,"Técnicos":0,"Estrangeiros":0,"Total":10};http://dgp.cnpq.br/dgp/espelhogrupo/842
Grupo de Pesquisa em Serviços e Aplicações para Internet do Futuro (REGINA);Em preenchimento;2016;Augusto José Venâncio Neto ;Universidade Federal do Rio Grande do Norte - UFRN;Departamento de Informática e Matemática Aplicada;Ciências Exatas e da Terra, Ciência da Computação;RN;O grupo REGINA objetiva mobilizar a comunidade de pesquisa em teleinformática da UFRN e demais instituições de ensino e pesquisa no Brasil e no exterior, para agregar competências em múltiplas áreas estratégicas e unir esforços para conjuntamente apoiar a busca de novas oportunidades de ensino, pesquisa e desenvolvimento, bem como identificar áreas estratégicas tendo como meta contribuir efetivamente nos diversos assuntos relacionados a Internet do Futuro e seu desenvolvimento. Suas principais ações envolvem: (a) Encorajar a comunidade científica e tecnológica a avaliar e adotar os produtos gerados pelas atividades de pesquisa, (b) Acompanhar as atividades internacionais e padronizações de tecnologias voltadas a Internet do Futuro, (c) Desenvolver projetos de pesquisa coletivos, (d) Orientação e/ou co-orientação de trabalhos de graduação e pós-graduação, (e) Preparação de artigos científicos, (f) Promover intercâmbio de estudantes/pesquisadores, (g) Organizar eventos temáticos, etc;{"Nome":Engenharia de Software,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Computação nas Nuvens e nas Bordas da Rede,"Q_Estudantes":3,"Q_Pesquisadores":20}|{"Nome":Confiabilidade e dependabilidade,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Inteligência Artificial Aplicada,"Q_Estudantes":5,"Q_Pesquisadores":3}|{"Nome":Internet das Coisas e Cidades Inteligentes,"Q_Estudantes":4,"Q_Pesquisadores":27}|{"Nome":Redes Convergentes,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Redes Móveis para para Objetos Inteligentes,"Q_Estudantes":2,"Q_Pesquisadores":15}|{"Nome":Segurança de Redes,"Q_Estudantes":1,"Q_Pesquisadores":3}|{"Nome":Serviços e Aplicações para Cidades Inteligentes,"Q_Estudantes":1,"Q_Pesquisadores":18}|{"Nome":Sistemas 5G,"Q_Estudantes":9,"Q_Pesquisadores":10}|{"Nome":Softwarização de Redes de Comunicação,"Q_Estudantes":2,"Q_Pesquisadores":20}|{"Nome":Virtualização de Redes e Funções,"Q_Estudantes":2,"Q_Pesquisadores":9};{"Nome":Faculdade de Ciências da Computação,"Sigla":UFU,"UF":MG}|{"Nome":Departamento de Engenharia Elétrica,"Sigla":UFPA,"UF":PA}|{"Nome":Departamento de Informática,"Sigla":UFPA,"UF":PA}|{"Nome":Escola Politécnica,"Sigla":USP,"UF":SP}|{"Nome":Departamento de Engenharia de Teleinformática,"Sigla":UFC/DETI,"UF":CE}|{"Nome":Departamento de Computação,"Sigla":UFC,"UF":CE}|{"Nome":Departamento de Informática,"Sigla":UFPR,"UF":PR}|{"Nome":Centro de Computação,"Sigla":UFMG,"UF":MG}|{"Nome":Instituto Nacional de Telecomunicações,"Sigla":INATEL,"UF":MG}|{"Nome":Universidade de Aveiro,"Sigla":UA,"UF":}|{"Nome":University of Ottawa,"Sigla":U.OTTAWA,"UF":}|{"Nome":Universität Bern,"Sigla":UNIBE,"UF":}|{"Nome":Departamento de Ensino e Pesquisa,"Sigla":FFCMPA,"UF":RS}|{"Nome":Departamento de Tecnologia da Informação,"Sigla":GET,"UF":AL}|{"Nome":Université de Montreal,"Sigla":UdeM,"UF":}|{"Nome":University of Southern California,"Sigla":USC,"UF":}|{"Nome":Instituto de Computação,"Sigla":IC/UNICAMP,"UF":SP}|{"Nome":Instituto de Telecomunicações,"Sigla":IT,"UF":}|{"Nome":Departamento de Engenharia e Informática,"Sigla":U.COIMBRA,"UF":}|{"Nome":Ecole Nationale Supérieure d'Informatique pour l'Industrie et l'Entreprise,"Sigla":ENSIIE,"UF":}|{"Nome":Fundació i2CAT,"Sigla":i2CAT,"UF":}|{"Nome":Instituto de Ciências Exatas e Tecnologia,"Sigla":ICET,"UF":AM};{"Formação acadêmica":Doutorado,"Pesquisadores":37,"Estudantes":6,"Técnicos":0,"Estrangeiros":12,"Total":55}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":4,"Técnicos":0,"Estrangeiros":1,"Total":6}|{"Formação acadêmica":Graduação,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":6};http://dgp.cnpq.br/dgp/espelhogrupo/237682
Inteligência Computacional: Desenvolvimento e Aplicações em Engenharia Elétrica;Certificado;1992;Carlos Roberto Minussi;Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP;Faculdade de Engenharia de Ilha Solteira;Engenharias, Engenharia Elétrica;SP;O grupo trabalha com o objetivo de desenvolver concepções baseadas nas redes neurais, técnicas similares (fuzzy logic, computação evolutiva, sistemas imunológicos artificiais etc.) para a resolução problemas associados a várias áreas no contexto de engenharia elétrica: análise, previsão (de carga, afluências de rios, ventos, análise de sinais, reconhecimento de imagens, controle, implementação eletrônica e implementação computacional. Mais recentemente, o grupo tem atuado na busca de soluções no contexto de automação de sistemas de distribuição de energia elétrica. Está agregada ao grupo, pesquisas abordando sistemas inteligentes aplicada à área de ensino (por exemplo, a predição de grupos de risco de evasão discente no ensino superior).;{"Nome":Algoritmos Inteligentes Aplicados à Robótica,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Concepção da Rede Logística reversa Para Recuperação do Lixo Eletrônico com Apoio da Lógica Fuzzy em um município de pequeno porte,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Desenvolvimento de Sistemas Inteligentes Aplicados a Sistemas mecânicos,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Desenvolvimento de Sistemas Inteligentes Para a Previsão de Carga e de Preço da Energia Elétrica,"Q_Estudantes":3,"Q_Pesquisadores":4}|{"Nome":Desenvolvimento de um Método para Solução de Equações Diferenciais Via Redes Neurais,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Desenvolvimento de um Sistema Inteligente para o Diagnóstico e Prognóstico de Falhas em Sistemas de Distribuição de Energia Elétrica,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Desenvolvimento de um Sistema Para o treinamento Continuado de Redes Neurais Baseada na teorias da Ressonância Adaptativa,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Diagnóstico de Distúrbios em Sistemas de Distribuição de Energia Elétrica Utilizando Sistemas Imunológicos Artificiais e Redes Neurais Artificiais e Transformada Wavelet,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Estudo das Redes Neuro-Fuzzy aplicadas à área de Robótica,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Estudo, desenvolvimento e aplicações de Sistemas Inteligentes,"Q_Estudantes":7,"Q_Pesquisadores":9}|{"Nome":Frequency Regulation in AC Microgrids & Multi Area Power Systems: Novel Fuzzy Control Approaches,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Modelagem e simulação do Desenvolvimento Temporal e Espacial da Ferrugem Asiática da Soja,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Perdas Elétricas Não Técnicas,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Previsão do Preço Spot de Mercado Elétrico Usando Redes Neurais Artificiais,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Inteligentes aplicados a Classificação de Diagnósticos médicos,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Inteligentes no Contexto de Sistemas Elétricos de Potência,"Q_Estudantes":2,"Q_Pesquisadores":6}|{"Nome":Técnicas Inteligentes Para o Controle de um Braço Robótico,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Uma Ferramenta Para Predição de Epítopos Lineares de Células B Baseada Em Uma Rede Neural da Teoria da Ressonância Adaptativa,"Q_Estudantes":0,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":13,"Estudantes":11,"Técnicos":0,"Estrangeiros":0,"Total":24}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/7701
Inteligência Computacional: Desenvolvimento e Aplicações em Engenharia Elétrica;Certificado;1992;Carlos Roberto Minussi;Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP;Faculdade de Engenharia de Ilha Solteira;Engenharias, Engenharia Elétrica;SP;O grupo trabalha com o objetivo de desenvolver concepções baseadas nas redes neurais, técnicas similares (fuzzy logic, computação evolutiva, sistemas imunológicos artificiais etc.) para a resolução problemas associados a várias áreas no contexto de engenharia elétrica: análise, previsão (de carga, afluências de rios, ventos, análise de sinais, reconhecimento de imagens, controle, implementação eletrônica e implementação computacional. Mais recentemente, o grupo tem atuado na busca de soluções no contexto de automação de sistemas de distribuição de energia elétrica. Está agregada ao grupo, pesquisas abordando sistemas inteligentes aplicada à área de ensino (por exemplo, a predição de grupos de risco de evasão discente no ensino superior).;{"Nome":Algoritmos Inteligentes Aplicados à Robótica,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Concepção da Rede Logística reversa Para Recuperação do Lixo Eletrônico com Apoio da Lógica Fuzzy em um município de pequeno porte,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Desenvolvimento de Sistemas Inteligentes Aplicados a Sistemas mecânicos,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Desenvolvimento de Sistemas Inteligentes Para a Previsão de Carga e de Preço da Energia Elétrica,"Q_Estudantes":3,"Q_Pesquisadores":4}|{"Nome":Desenvolvimento de um Método para Solução de Equações Diferenciais Via Redes Neurais,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Desenvolvimento de um Sistema Inteligente para o Diagnóstico e Prognóstico de Falhas em Sistemas de Distribuição de Energia Elétrica,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Desenvolvimento de um Sistema Para o treinamento Continuado de Redes Neurais Baseada na teorias da Ressonância Adaptativa,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Diagnóstico de Distúrbios em Sistemas de Distribuição de Energia Elétrica Utilizando Sistemas Imunológicos Artificiais e Redes Neurais Artificiais e Transformada Wavelet,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Estudo das Redes Neuro-Fuzzy aplicadas à área de Robótica,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Estudo, desenvolvimento e aplicações de Sistemas Inteligentes,"Q_Estudantes":7,"Q_Pesquisadores":9}|{"Nome":Frequency Regulation in AC Microgrids & Multi Area Power Systems: Novel Fuzzy Control Approaches,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Modelagem e simulação do Desenvolvimento Temporal e Espacial da Ferrugem Asiática da Soja,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Perdas Elétricas Não Técnicas,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Previsão do Preço Spot de Mercado Elétrico Usando Redes Neurais Artificiais,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Inteligentes aplicados a Classificação de Diagnósticos médicos,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Inteligentes no Contexto de Sistemas Elétricos de Potência,"Q_Estudantes":2,"Q_Pesquisadores":6}|{"Nome":Técnicas Inteligentes Para o Controle de um Braço Robótico,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Uma Ferramenta Para Predição de Epítopos Lineares de Células B Baseada Em Uma Rede Neural da Teoria da Ressonância Adaptativa,"Q_Estudantes":0,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":13,"Estudantes":11,"Técnicos":0,"Estrangeiros":0,"Total":24}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/5949389542838032
Laboratório MídiaCom;Certificado;2003;Debora Christina Muchaluat Saade;Universidade Federal Fluminense - UFF;;Ciências Exatas e da Terra, Ciência da Computação;RJ;O Laboratório MídiaCom tem como finalidade principal oferecer suporte à pesquisa e desenvolvimento de projetos na área de Redes de Computadores e Sistemas Multimídia, com ênfase em Redes sem Fio, TV Digital Interativa, Internet das Coisas, Internet do Futuro, Cidades Inteligentes, Redes Elétricas Inteligentes e Saúde Digital. O laboratório desenvolve atividades relacionadas ao Programa de Pós-graduação em Computação e ao Programa de Pós-graduação em Engenharia Elétrica e de Telecomunicações da UFF.;{"Nome":Inteligência Artificial,"Q_Estudantes":8,"Q_Pesquisadores":8}|{"Nome":Análise de redes complexas,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Cidades Inteligentes,"Q_Estudantes":3,"Q_Pesquisadores":1}|{"Nome":Computação Distribuída,"Q_Estudantes":1,"Q_Pesquisadores":3}|{"Nome":Computação em Nuvem, em Névoa e na Borda,"Q_Estudantes":7,"Q_Pesquisadores":6}|{"Nome":Internet das Coisas,"Q_Estudantes":8,"Q_Pesquisadores":12}|{"Nome":Multimídia,"Q_Estudantes":13,"Q_Pesquisadores":3}|{"Nome":Redes de nova geração,"Q_Estudantes":4,"Q_Pesquisadores":13}|{"Nome":Redes Definidas por Software,"Q_Estudantes":2,"Q_Pesquisadores":11}|{"Nome":Redes Elétricas Inteligentes,"Q_Estudantes":3,"Q_Pesquisadores":7}|{"Nome":Redes sem Fio,"Q_Estudantes":16,"Q_Pesquisadores":10}|{"Nome":Robótica Socialmente Assistiva,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Saúde Digital,"Q_Estudantes":7,"Q_Pesquisadores":6}|{"Nome":Segurança em Redes e Sistemas Computacionais,"Q_Estudantes":5,"Q_Pesquisadores":7};{"Nome":Transmissora Aliança de Energia Elétrica,"Sigla":TAEE,"UF":RJ};{"Formação acadêmica":Doutorado,"Pesquisadores":17,"Estudantes":20,"Técnicos":0,"Estrangeiros":1,"Total":38}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":12,"Técnicos":0,"Estrangeiros":0,"Total":12}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":5,"Técnicos":1,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":15,"Técnicos":0,"Estrangeiros":0,"Total":15};http://dgp.cnpq.br/dgp/espelhogrupo/615946
Mobilidade, inovação e Sustentabilidade;Certificado;2014;Fabio Jose Carvalho Franca;Instituto Federal de Pernambuco - IFPE;;Engenharias, Engenharia Mecânica;PE;O grupo relaciona conhecimentos da mecânica, apoiada pela eletroeletrônica e computação, destinada ao planejamento, projeto, controle, manutenção, gerenciamento e aprimoramento de sistemas utilizados para movimentação de pessoas, produtos e informações, empregando-se como diretrizes principais a educação, a ciência e a inovação tecnológica, em paralelo a idealização de soluções sustentáveis. Buscando sua inserção no cenário de inovação e tendências tecnológicas, o grupo de pesquisa proporciona uma diversidade de conteúdos a serem abordados que vão desde o modelamento matemático de sistemas físicos, a aplicações que envolvam conceitos da elétrica, eletrônica, fluidos, hidrodinâmica, desenvolvimento de materiais de fabricação, metodologia de projeto, desenho, ergonomia e segurança, análise estrutural, tecnologia mecânica, análise de vibração, fluido computacional, transmissão de calor, elementos de máquinas, sistemas de controle, dentre outros.;{"Nome":Projetos Mecânicos e Mecatrônicos, Robótica e automação, Minibaja, Aerodesign, Materiais, Sistemas embarcados, Transferência de Calor.,"Q_Estudantes":1,"Q_Pesquisadores":9};;{"Formação acadêmica":Doutorado,"Pesquisadores":9,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":10}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/44534
Modelagem Computacional de Bactérias Multirresistentes;Certificado;2016;Fabricio Alves Barbosa da Silva;Fundação Oswaldo Cruz - FIOCRUZ;Vice-Presidência de Ensino e Recursos Humanos;Engenharias, Engenharia Biomédica;RJ;O grupo de pesquisa integra competências multidisciplinares com forte atuação em genômica, computação, microbiologia, modelagem computacional, modelagem molecular, farmacologia, bioquímica. Entre os resultados esperados, além da publicação de resultados de pesquisa do grupo em revistas científicas indexadas, estão o desenvolvimento de novos modelos computacionais e a criação de métodos e algoritmos para identificação de potenciais alvos terapêuticos em bactérias multirresistentes, usando uma abordagem de biologia de sistemas. Como consequência do desenvolvimento de modelos e métodos esperamos identificar novos potenciais alvos terapêuticos em bactérias multirresistentes, para posterior verificação em laboratório.;{"Nome":Abordagens computacionais para a seleção de alvos e desenho de fármacos baseado na estrutura,"Q_Estudantes":1,"Q_Pesquisadores":5}|{"Nome":Bioinformática e Biologia Computacional, modelagem de Sistemas,"Q_Estudantes":3,"Q_Pesquisadores":11}|{"Nome":Genoma e transcriptoma de microrganismos e parasitos, de organismos eucariotos, e do ser humano, genômica comparativa, anotação,"Q_Estudantes":0,"Q_Pesquisadores":4}|{"Nome":Metaboloma, bioquímica e mapeamento metabólico de microrganismos e parasitos, de organismos eucariotos, e do ser humano,"Q_Estudantes":3,"Q_Pesquisadores":4};{"Nome":Departamento de Física,"Sigla":UFF,"UF":RJ}|{"Nome":Laboratório Nacional de Computação Científica,"Sigla":LNCC,"UF":RJ}|{"Nome":Leiden University,"Sigla":LEIDEN,"UF":}|{"Nome":Departamento de Informática e Ciências da Computação,"Sigla":UERJ/IME,"UF":RJ}|{"Nome":Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,"Sigla":CEFET/RJ,"UF":RJ};{"Formação acadêmica":Doutorado,"Pesquisadores":14,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":15}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/227841
NEXT Research Group;Certificado;2010;Simone Cristiane dos Santos Lima;Universidade Federal de Pernambuco - UFPE;Centro de Informática;Ciências Exatas e da Terra, Ciência da Computação;PE;O objetivo do grupo NEXT (iNnovative Educational eXperience in Technology) é transformar o ensino na área de Computação, por meio de soluções que visem auxiliar educadores e gestores na aplicação de metodologias ativas em prol da aprendizagem significativa e do protagonismo do estudante. Com ênfase em estudos sobre a abordagem ativa PBL (Problem-Based Learning), o NEXT é um grupo formado por alunos pesquisadores em diferentes níveis educacionais (graduação, pós-graduação e educação continuada), além de professores colaboradores. Como principais contribuições do grupo, destacam-se: Formação de especialistas, mestres e doutores na área de Educação em Computação, Adoção de PBL no ensino da graduação e pós, Cursos de extensão voltados para o ensino de programação e capacitação docente, Metodologias, ferramentas educacionais e ambientes virtuais para apoiar a adoção de PBL no ensino de Computação e, Publicações científicas e participação em eventos de relevância nacional e internacional.;{"Nome":Engenharia de Software,"Q_Estudantes":6,"Q_Pesquisadores":5};;{"Formação acadêmica":Doutorado,"Pesquisadores":5,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":1,"Técnicos":1,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":1,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/587986
Núcleo de Estudos em Redes de Computadores e Sistemas Inteligentes;Certificado - Não-atualizado há mais de 12 meses;2018;Warley Muricy Valente Junior ;Universidade Federal do Sul e Sudeste do Pará - UNIFESSPA;;Ciências Exatas e da Terra, Ciência da Computação;PA;;{"Nome":Avaliação de desempenho de redes e sistemas,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Computação em Nuvem, em Névoa e na Borda,"Q_Estudantes":3,"Q_Pesquisadores":1}|{"Nome":Mitigação de Interferência em Transmissões MIMO para Sistemas 5G,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Redes de Computadores,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Distribuídos,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Inteligentes,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Tecnologias de Acesso de Redes Móveis,"Q_Estudantes":2,"Q_Pesquisadores":1};{"Nome":Centro de Informática,"Sigla":CIN,"UF":PE}|{"Nome":Laboratório de Computação Aplicada,"Sigla":UFPA,"UF":PA};{"Formação acadêmica":Doutorado,"Pesquisadores":5,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":1,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":5,"Técnicos":0,"Estrangeiros":0,"Total":5};http://dgp.cnpq.br/dgp/espelhogrupo/328887
Sistemas de Computação Analítica e Numérica Aplicada à Tecnologia;Certificado;2022;Orlando Donato Rocha Filho;Instituto Federal do Maranhão - IFMA;Instituto Federal do Maranhão - Campus de São Luis Monte Castelo;Engenharias, Engenharia Elétrica;MA;A atuação do grupo no IFMA visa o estudo de sistemas computacionais inteligentes aplicados às áreas de: engenharias, computação, biomédica, economia, biologia, geoprocessamento, aeroespacial e demais áreas afins. 2. Os líderes do grupo têm suas linhas de pesquisas voltadas para o desenvolvimento de metodologias computacionais inteligentes cuja principal abordagem é voltada para problemas de engenharia. 3. A computação evolutiva e meta heurística com abordagem em sistemas inteligentes é um tem novo e bastante promissor na área científica, além de proporcionar a interação com outras áreas e grupos de pesquisas no IFMA, também, citamos que o tema é novo e relevante e no IFMA não há grupos voltados para o desenvolvimento científico nas áreas de conhecimento de Computação Evolutiva, Meta Heurísticas inseridas no contexto de Sistemas Evolutivos Nebulosos.;{"Nome":Aplicações envolvendo Big Data e IoT (Internet das Coisas),"Q_Estudantes":0,"Q_Pesquisadores":2};;{"Formação acadêmica":Doutorado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/776423
Sistemas de Informação e Inteligência Competitiva;Certificado - Não-atualizado há mais de 12 meses;2005;Glauco de Figueiredo Carneiro ;Universidade Salvador - UNIFACS;;Ciências Exatas e da Terra, Ciência da Computação;BA;O Grupo de Sistemas de Informação e Inteligência Competitiva (SIIC) é um dos grupos de apoio ao Mestrado em Sistemas e Computação da Universidade Salvador (UNIFACS). Ele se dedica à avaliação de dados abertos governamentais e à proposição de boas práticas para viabilizar a transparência, a governança participativa, e a responsabilização dos tomadores de decisão (accountability). Nesta linha, o grupo tem conduzido estudos para avaliar dados abertos nacionais e internacionais para identificar boas práticas e destacar oportunidades de melhorias. As principais contribuições do grupo têm sido na criação de técnicas e abordagens para a condução das avaliações de forma semi-automatizada de dados abertos governamentais através de técnicas de aprendizagem de máquina e ciência de dados. Além disto, o SIIC atua nas suas atividades de pesquisa através de orientações de dissertações de mestrado, teses de doutorado, projetos de inciação científica e pós-doutorado.;{"Nome":Aprendizado de Máquina (Machine Learning),"Q_Estudantes":3,"Q_Pesquisadores":3}|{"Nome":Dados Abertos Governamentais,"Q_Estudantes":5,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/662527
