Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
Competência e mediação em ambientes de informação;Certificado;2015;Maria Giovanna Guedes Farias;Universidade Federal do Ceará - UFC;;Ciências Sociais Aplicadas, Ciência da Informação;CE;O objetivo do grupo CMAI se concentra em aprofundar percepções teóricas e práticas da Ciência da Informação, Biblioteconomia e áreas correlatas, que dialoguem com as temáticas oriundas da sociedade contemporânea. As repercussões do grupo estão focadas em um sistema aberto de retroalimentação constante, no qual reflexões se interrelacionam com as práticas, direcionadas para a consolidação da comunidade científica e profissionais mais atuantes, criativos, motivados, inovadores e protagonistas. O grupo reúne pesquisadores, alunos e profissionais interessados em investigar objetos de estudo que dialogam com as teorias basilares do CMAI, quais sejam: Competência em Informação e Midiática, Comunicação e Divulgação Científica, Mediação, visando propor diagnósticos, reflexões, ações e modelos que atendam as demandas sociais.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/170177
Comunicação da Ciência: estudos linguísticos e tecnodiscursivos;Certificado;2014;Maria Eduarda Giering;Universidade do Vale do Rio dos Sinos - UNISINOS;Pró-Reitor Acadêmico;Lingüística, Letras e Artes, Lingüística;RS;O Grupo de pesquisa Comunicação da Ciência: Estudos Linguísticos e Tecnodiscursivos dedica-se a investigações sobre o discurso de divulgação da ciência em ambiente digital. Baseado na Análise Digital do Discurso, na Linguística do Texto e na Semiolinguística, principalmente, os estudos inscrevem-se numa ótica interdisciplinar relacionando-se com pressupostos da Ciência da Comunicação e de Informática. Estudam-se os discursos de divulgação da ciência que circulam nas redes sociais, enfocando questões como os efeitos da hipertextualidade, a ampliação enunciativa, a relacionalidade, entre outros, assim como as estratégias tecnodiscursivas de composição dos tecnotextos. São objeto de estudo igualmente as estratégias e repercussões do negacionismo científico, assim como dos discursos de desinformação que se encontram na web.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/771890
DESINFOMÍDIA - Estudos sobre Desinformação no Ecossistema Midiático;Certificado;2021;Luciana Menezes Carvalho;Universidade Federal de Santa Maria - UFSM;Campus UFSM - Frederico Westphalen;Ciências Sociais Aplicadas, Comunicação;RS;Vivemos em um ecossistema midiático permeado pela desordem informacional. O objetivo do grupo é estudar e desenvolver pesquisas sobre esse contexto, tanto na área do jornalismo quanto da comunicação de modo mais amplo, em interface com a linha de pesquisa Comunicação Como Indústria Criativa, do PPGCIC (Unipampa Campus São Borja). Já se tem resultados, no ensino, com a criação da DCG Jornalismo no Combate à Desinformação, no curso de Jornalismo da UFSM Campus Frederico Westphalen, e da disciplina Combate à Desinformação nas Mídias Sociais Digitais, no Mestrado do PPGCIC, na extensão, com o Projeto Agência Da Hora no Combate à Desinformação, no Departamento de Ciências de Comunicação da UFSM Campus Frederico Westphalen, e na pesquisa com trabalhos e publicações em eventos e revistas científicas da área. Em 2022, fazemos parte do Projeto 'DEMOCRACIA EM PERIGO: Como combater os efeitos e estratégias da desinformação na mídia social na Eleição de 2022' (CNPq nº 405965/2021-4).;;;;http://dgp.cnpq.br/dgp/espelhogrupo/766539
Desinformação, Cidadania e Revolução Digital;Certificado;2023;Luiza Beth Nunes Alonso;Universidade Católica de Brasília - UCB/DF;;Ciências Sociais Aplicadas, Ciência da Informação;DF;;;;;http://dgp.cnpq.br/dgp/espelhogrupo/791363
Direito Público e Meio Ambiente;Certificado;2008;Wilson Antônio Steinmetz;Universidade de Caxias do Sul - UCS;;Ciências Sociais Aplicadas, Direito;RS;(1) Investigar temas e problemas do meio ambiente natural e artificial, de relevante interesse teórico e praxeológico, no âmbito de regulação, interpretação e aplicação de normas de direito público (constitucional, administrativo, tributário). (2) Contribuir para o desenvolvimento de uma consistente teoria e dogmática geral do direito ambiental a partir de conceitos, teorias e metodologias do Direito Público.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/792399
Discursos na mídia escrita;Certificado;2004;Ana Rosa Ferreira Dias;Pontifícia Universidade Católica de São Paulo - PUC/SP;Departamento de Português;Lingüística, Letras e Artes, Letras;SP;Realização da XII Jornada do Grupo de Pesquisa DiME / I Jornada Internacional, com o tema ¿O discurso da desinformação: pandemia, política, educação e seus impactos¿, que foi discutido pelos professores ¿ conferencistas internacionais ¿ Nino Angelo Rosanía Maza e Karen Cardenas Almanza, ambos da "Benemérita Universidade Autônoma de Puebla - BUAP", México. Foi também realizada uma mesa redonda que contou com a participação de componentes do Grupo de Pesquisa e de pesquisadores de outras universidades nacionais e internacionais, como UNICAMP, UEA, USP e UNAM. A líder do Grupo de Pesquisa, no ano em questão, foi responsável pela organização do dossiê temático da Revista Verbum, v.9, n.2 (2020), que reuniu artigos sobre o tema ¿Fake News e a Corrosão da Crítica¿. Em 2022, o grupo organizou seminários mensais, que compuseram o evento"Terças com o DiME". Além disso, os componentes do Grupo vêm participando de eventos científicos, apresentando e publicando.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/19126
EmancipaJOR - Jornalismo Contemporãneo, práticas para a emancipação social na cultura tecnológica;Certificado;2018;Marli dos Santos;Faculdade Cásper Líbero - FCL;;Ciências Sociais Aplicadas, Comunicação;SP;Elaboração do livro Mulheres no Jornalismo, práticas profissionais e emancipação social em 2018, realização de eventos com convidados para discussão de temas como Jornalismo contemporâneo, educação midiática e desinformação. Vnculação do grupo à Rede Nacional de Combat à Desinformação, elaboração de livro sobre Jornalismo, Credibilidade, desinformação e fact-checking em parceria com o PPGCOm da UFG. Elaboração de projeto de pesquisa sobre Jornalismo e Desinformação. Publicação de artigos sobre o Tema.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/691573
Fake Screens: Novos regimes de visualidade no século XXI;Certificado;2017;Laura Loguercio Cánepa;Universidade Anhembi Morumbi - UAM;;Ciências Sociais Aplicadas, Comunicação;SP;CÁNEPA, L. L., MONTEIRO, J. C. B.Quatro voltas do parafuso: romance epistolar, found footage e glitch gothic no ensino de cinema.Comunicação & Educação, v.27(1), p.85 - 101, 2021 CÁNEPA, L.L., FERRARAZ, R. HOST- Mídia assombrada e o mal-estar do confinamento. Revista FAMECOS, v. 28, p. 01-11, 2021. CÁNEPA, L. L., MONTEIRO, J. C. B. . Drácula Found Footage: Reflexões sobre um exercício de realização audiovisual. Mediaciones Sociales, v. 17, p. 243-258, 2018. MELLO, Jamer G., MONTEIRO, Juliana . Dispositivo, ambiente web e estrutura narrativa em Amizade Desfeita. In: XXII SOCINE - , 2018, Goiânia - GO. Anais de Textos Completos do XXII Encontro SOCINE. São Paulo - SP: SOCINE, 2018. p. 463-469. MELLO, Jamer G.. Vigilância e controle na obra de Harun Farocki. Significação-Revista de Cultura Audiovisual, v. 45, p. 131-148, 2018.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/345991
GEPSCI - Grupo de Estudo e Pesquisa em Sociologia, Comunicação e Informação;Certificado;2011;Edvaldo Carvalho Alves;Universidade Federal da Paraíba - UFPB;Centro de Ciências Sociais Aplicadas - Campus I;Ciências Sociais Aplicadas, Ciência da Informação;PB;O grupo destina-se a desenvolver reflexões e pesquisas sobre o fenômeno infocomunicacional a partir dos referenciais teórico-metodológicos da sociologia, que venham a contribuir para a construção de uma perspectiva crítica ligada aos princípios emancipatórios.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/1795
Grupo de estudos do Direito Digital Público e dos Direitos Humanos;Certificado;2014;Mariana de Siqueira;Universidade Federal do Rio Grande do Norte - UFRN;Centro de Ciências Sociais Aplicadas;Ciências Sociais Aplicadas, Direito;RN;Ao longo de sua existência, o GEDI produziu pesquisas publicadas em resumos, artigos, monografias e dissertações de modo a contribuir com a formação de saberes específicos no âmbito do Direito das Tecnologias. Em face das pesquisas desenvolvidas, o GEDI colaborou com a formação de juristas habilitados a exercerem as suas atividades laborais na seara do Direito das Tecnologias. Hoje, o GEDI se mantém focado em auxiliar a formação de juristas habiitados ao labor no universo das inovações tecnológicas. Para isso, conta com a participação de alunos da graduação e da pós graduação, realiza formações temáticas específicas semanais, produz artigos, monografias e dissertações, promove congressos anuais e eventos semestrais de menor porte, além de organizar publicação anual de obra coletiva. O objetivo geral do GEDI está na produção de saberes científicos específicos sobre Direito e Tecnologias. A ideia é a de auxiliar na construção do que hoje se convenciona chamar de "Direito Digital".;;;;http://dgp.cnpq.br/dgp/espelhogrupo/530918
Grupo de Estudos e Pesquisa em Ciência, Ética e Anticiência: desafios contemporâneos à produção do conhecimento - GEPCEA;Certificado;2023;Márcia Sgarbieiro;Universidade Estadual de Londrina - UEL;Centro de Estudos Sociais Aplicados;Ciências Sociais Aplicadas, Serviço Social;PR;Trata-se de um grupo de estudos e pesquisa interdisciplinar que visa estudar aspectos contemporâneos da produção do conhecimento, sempre considerando a ética na condução das pesquisas.Tanto a produção de informação, quanto de desinformação colocam em relevo a necessidade de se pensar a ética em pesquisa e se conhecer e elucidar as boas práticas em pesquisas em várias áreas de conhecimento científico.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/787885
Grupo de Estudos e Pesquisas "Gestão da Informação, Conhecimento e Tecnologias - GICTEC".;Certificado;2007;Júlio Afonso Sá de Pinho Neto;Universidade Federal da Paraíba - UFPB;Centro de Ciências Aplicadas e Educação - Campus IV;Ciências Sociais Aplicadas, Comunicação;PB;O grupo de pesquisa tem como objetivo investigar as conseqüências culturais, políticas e econômicas da grande disponibilidade e acesso da informação nos suportes digitais. É voltado para as questões que envolvem inclusão digital e social, gestão, ética e políticas de informação. Os resultados das pesquisas desenvolvidas pelo grupo foram publicadas em periódicos científicos e apresentados em eventos da área da ciência da informação e comunicação.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/22774
Grupo de Estudos em Comunicação e Saúde para o SUS;Certificado;2018;Maria Thereza Bonilha Dubugras;Instituto de Saúde - ISaúde;;Ciências da Saúde, Saúde Coletiva;SP;Criado em 2018, o Grupo de Estudos em Comunicação e Educação em Saúde para o SUS possui três linhas de pesquisa: (1) Percepções e práticas da sociedade frente a riscos para a saúde, (2) Infodemia, desinformação, fake news e negacionismo: os novos regimes discursivos e a produção de sentidos no cotidiano da saúde pública e (3) Comunicação e Educação em saúde na era digital. Até o momento, o grupo foi responsável pela publicação de 7 artigos científicos e sete capítulos de livros. Os integrantes do grupo realizam atividades de formação (docência em disciplinas de graduação, especialização, pós-graduação e em cursos desenvolvidos especialmente para profissionais do Sistema Único de Saúde do estado de São Paulo) e de extensão (consultorias na área de educação e de comunicação para os serviços de saúde do estado de São Paulo).;;;;http://dgp.cnpq.br/dgp/espelhogrupo/772810
Grupo de Estudos em Comunicação, Algoritmos e Tecnologias digitais (GECAT);Certificado;2023;Leonardo Feltrin Foletto;Fundação Getúlio Vargas - FGV;FGV São Paulo;Ciências Sociais Aplicadas, Comunicação;SP;Grupo de pesquisa que estuda os processos e produtos comunicacionais estruturados a partir de tecnologias digitais em rede. Com um olhar interdisciplinar, investiga as apropriações, as materialidades e os desafios postos pelas tecnologias digitais ao processo de comunicação, com atenção a temas que envolvem ou passam por cultura digital, ciência de dados, tecnopolítica, métodos digitais, economia criativa, inovação, empreendedorismo e economia digital e estudos sociais da ciência e tecnologia. Também são temas de interesse o consumo de informação plataformizados, as dinâmicas das comunidades digitais, as subjetividades, sociabilidades e performances em rede, as discussões interseccionais de gênero e raça mediada pelas tecnologias digitais, as transformações da memória coletiva a partir da tecnologia digital, os impactos da Inteligência Artificial no cotidiano comunicacional, as formas de mobilização e de trabalho online, a potencialização dos discursos de ódio e da desinformação a part;;;;http://dgp.cnpq.br/dgp/espelhogrupo/795478
Grupo de Estudos Multidisciplinares em Linguagens, Comunicação e Cultura (GINC);Certificado;2021;Nelson Soares Pereira Junior;Universidade Federal do Oeste da Bahia - UFOB;Reitoria;Ciências Sociais Aplicadas, Comunicação;BA;O GINC é um grupo formado por jovens pesquisadores da área de comunicação com duas linhas de pesquisa: Comunicação, Saúde e Políticas Públicas e Publicidade, Discurso e Diversidade. Os pesquisadores que integram o GINC desenvolvem pesquisas que impactam a sociedade, uma vez que se dedicam a fenômenos complexos contemporâneos da área da comunicação promovendo reflexões que se consolidam em projetos de pesquisa, publicações em periódicos científicos e participação de eventos nacionais e internacionais, socializando os "achados" de pesquisa e as perguntas orientadoras das atividades de investigação.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/728533
Grupo de Estudos sobre Desigualdades na Educação e na Saúde - GEDES;Certificado - Não-atualizado há mais de 12 meses;2017;Alexandre Brasil Carvalho da Fonseca ;Universidade Federal do Rio de Janeiro - UFRJ;Núcleo de Tecnologia Educacional para a Saúde;Ciências Humanas, Educação;RJ;O GEDES tem como objetivo refletir sobre a educação em ciências e saúde a partir da observação de questões que envolvem as desigualdades e suas repercussões relacionadas à tecnologia e à sociedade. Temos desenvolvido pesquisas relacionadas à Educação Básica, Superior e em espaços não-formais, especialmente no contexto dos povos e comunidades tradicionais. Nossas ações também envolvem práticas de ensino e extensão. Como repercussão temos a atuação junto a administração pública no sentido de contribuir para a adoção de novos procedimentos na execução de políticas públicas de saúde e educação. Recentemente projeto desenvolvido pelo grupo foi premiado pelo Facebook Inc. na chamada pública de Projetos de Pesquisa em Ciências Sociais sobre o WhastApp (2018). Em 2020 um novo projeto do grupo foi selecionado em edital lançado pelo MPRJ e DPERJ. Dezenas de teses, dissertações tem sido feitas, artigos nacionais e internacionais publicados e participação em eventos.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/656889
Grupo de Pesquisa e Estudos sobre Tecnologias em Diversidade, Gênero e Sexualidade - DiverGenS;Certificado;2019;Alcimar Silva de Queiroz;Universidade Federal da Grande Dourados - UFGD;;Ciências Humanas, Educação;MS;A partir da categoria de diferença, da qual derivam diversidade, gênero e sexualidade, relacionadas aos direitos humanos e à tecnologia, no sentido amplo proposto nos estudos culturais, realizamos analítica dos dispositivos simbólicos e imaginários do sexual e de gênero que permeiam a educação em seu processo de produção de sentidos. Estudamos autores pertinentes à temática do grupo, ao uso das TICs e à criação de recursos e materiais didáticos que envolvam as áreas de didática e currículo na formação de professores da educação básica, do ensino médio-técnico e superior. Ligamos essas pesquisas aos projetos de ensino das instituições envolvidas, bem como seus projetos de extensão, quando conjugados com as pesquisas do grupo, sempre visando a publicações científicas, criação de dossiês em revistas especializadas, livros, feiras e eventos científicos.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/707033
Grupo de Pesquisa em Competências InfoComunicacionais (InfoCom);Certificado;2019;Jussara Borges de Lima;Universidade Federal do Rio Grande do Sul - UFRGS;Faculdade de Biblioteconomia e Comunicação;Ciências Sociais Aplicadas, Ciência da Informação;RS;O Grupo de Pesquisa em Comportamento e Competências InfoComunicacionais (InfoCom) investiga teórica e empiricamente o contexto, o conceito e a promoção das competências em informação e em comunicação. Interessa ao InfoCom compreender o processo no qual as pessoas, organizações e grupos relacionam-se com conteúdos (busca, acesso, avaliação e apropriação da informação) e com outras pessoas (estabelecimento de comunicação, compartilhamento, interação e colaboração). Mais recentemente, o Grupo vem agregando conceitos convergentes, como educação em informação, competência crítica em informação e desinformação O grupo caracteriza-se pela interdisciplinaridade, convergindo pesquisadores e conceitos da Ciência da Informação, da Comunicação, da Educação e da Administração. O grupo também é interinstitucional, congregando estudantes e investigadores da UFRGS e da UFBA.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/482758
Grupo de Pesquisa em Tecnologia Educacional, Software Livre e Vigilância¿;Certificado;2020;Renata de Souza França;Universidade do Estado de Minas Gerais - UEMG;Unidade Acadêmica Ibirité;Ciências Sociais Aplicadas, Ciência da Informação;MG;Esse grupo de pesquisa vem desenvolvendo projetos de pesquisa, ensino e extensão nas área de tecnologia educacional, desinformação e vigilância, contribuindo para a socialização dos alunos na temática e possibilidades de relações com outras instituições. Dentre os trabalhos já efetuados, destaca-se: Em 2020, foi desenvolvido o projeto de extensão #fiqueemcasacomUEMG. Em 2021 foi desenvolvido o Projeto Ouça-me: Educação, Tecnologias e Docência No mesmo ano foi criado o Projeto Escolha Livre, em parceria com a UnB. Nesse mesmo ano, foi desenvolvido o projeto de Pesquisa Conformações das tecnologias Digitais de Informação e Comunicação após Ensino Remoto: um estudo sob a visão dos docentes da região metropolitana de Belo Horizonte, aprovado no Edital PAPq/2022. Em 2022, em parceria com o curso de jornalismo da UFOP, foi criado o Projeto Nas ondas da informação. Ademais, aponta-se as publicações de artigos em Revista, participação e publicações em eventos internos e externos a UEMG;;;;http://dgp.cnpq.br/dgp/espelhogrupo/794765
Grupo de pesquisa Equidade na Educação Matemática, Estatística e Científica (GEMEC);Certificado;2022;Leandro de Oliveira Souza;Universidade Federal de Uberlândia - UFU;Conselho de Pesquisa e Pós-Graduação;Ciências Humanas, Educação;MG;;;;;http://dgp.cnpq.br/dgp/espelhogrupo/782342
Grupo de pesquisas em Mídia, Semiótica e Pragmatismo - MediaAção;Certificado;2022;Geane Carvalho Alzamora;Universidade Federal de Minas Gerais - UFMG;;Ciências Sociais Aplicadas, Comunicação;MG;O MediaAção lança livro e oferta curso interinstitucional O livro Sociedade da desinformação e infodemia está disponível para download gratuito. Organizado por Geane Alzamora, Conrado Mendes e Daniel Melo Ribeiro, o livro sistematiza resultados da pesquisa interinstitucional realizada entre março de 2020 e março de 2021 por integrantes dos grupos de pesquisa MediaAção (UFMG), Campo Comunicacional e Suas Interfaces (PUC Minas) e Conjor (UFOP). Inscreve-se também nas atividades do Instituto de Estudos Avançados Transdisciplinares (IEAT) da UFMG em 2021, que abriga a formação interinstitucional desta rede de pesquisa. O Curso homônimo foi ofertado simultaneamente aos Programas de Pós-Graduação em Comunicação Social da UFMG, PUC Minas e UFOP com apoio do IEAT/UFMG, entre 15 de outubro e 26 de novembro de 2021. Todas as aulas estão disponíveis no canal do IEAT no YouTube. Pesquisa vinculada ao MediaAção ganha prêmio O projeto Como ler Infográficos, coordenado pelo Prof. Daniel Melo Ribeir;;;;http://dgp.cnpq.br/dgp/espelhogrupo/770149
Grupo de Pesquisas em Tecnologias e Computação Aplicada à Informação e Comunicação;Certificado;2018;Douglas Farias Cordeiro;Universidade Federal de Goiás - UFG;;Ciências Sociais Aplicadas, Comunicação;GO;;;;;http://dgp.cnpq.br/dgp/espelhogrupo/612646
